Unnamed: 0,MSSubClass,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,BldgType,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
675,160,24.0,2289,1,1,21,5,6,6,1978,1978,1,1,8,11,2,0.0,2,2,1,1,311,544,855,855,586,1441,2,1,3,1,2,7,1,1,1,1978.0,2,2,440,1,1,1,28,0,0,0,0,0,0,4,2009,1,1,148500
676,70,60.0,9600,1,1,8,1,4,2,1900,1950,1,1,9,9,2,0.0,3,2,4,1,0,1095,1095,1095,679,1774,2,0,4,2,2,8,4,0,7,1920.0,2,3,779,2,2,2,0,0,90,0,0,0,0,5,2006,1,1,87000
677,30,52.0,9022,1,1,8,1,5,8,1924,2006,1,1,1,1,2,0.0,3,2,1,1,0,768,768,792,0,792,1,0,2,1,1,5,1,0,2,1924.0,2,1,240,2,2,2,316,0,120,0,0,0,0,5,2009,1,1,109500
678,20,80.0,11844,2,1,19,1,8,5,2008,2008,2,1,1,1,3,464.0,1,3,1,3,0,2046,2046,2046,0,2046,2,1,3,1,1,7,1,1,1,2008.0,3,3,834,1,1,1,322,82,0,0,0,0,0,7,2009,2,3,372500
679,20,1978.5061638868744,9945,2,1,10,1,5,5,1961,1961,2,1,3,6,1,57.0,2,2,1,1,827,161,988,988,0,988,1,0,3,1,2,5,1,0,2,1963.0,2,2,572,1,1,1,0,0,0,0,0,0,0,10,2007,1,1,128500
680,120,50.0,8012,1,1,13,4,6,5,1980,1980,1,1,8,5,2,0.0,2,1,1,1,543,261,923,923,0,923,2,0,2,1,2,5,1,1,1,1980.0,1,1,264,1,1,1,80,0,0,0,0,0,0,5,2010,1,1,143000
681,50,55.0,4500,3,1,24,1,5,5,1932,2000,1,1,1,9,2,0.0,3,2,1,1,182,611,793,848,672,1520,1,0,3,1,2,6,1,0,2,1968.0,2,1,281,1,1,1,0,0,56,0,0,0,0,7,2009,1,2,159434
682,120,1978.5061638868744,2887,1,1,20,1,6,5,1996,1997,1,1,3,6,2,0.0,1,1,1,3,1003,288,1291,1291,0,1291,1,0,2,1,1,6,1,1,1,1996.0,2,2,431,1,1,1,307,0,0,0,0,0,0,11,2008,1,1,173000
683,20,90.0,11248,2,3,1,1,9,5,2002,2002,2,1,1,1,3,215.0,1,1,1,4,1059,567,1626,1668,0,1668,2,0,3,1,1,7,1,1,1,2002.0,3,3,702,1,1,1,257,45,0,0,0,0,0,7,2007,1,1,285000
684,60,58.0,16770,3,4,4,1,7,5,1998,1998,1,1,1,1,1,30.0,1,1,1,1,0,1195,1195,1195,644,1839,2,1,4,1,2,7,1,0,1,1998.0,3,2,486,1,1,1,0,81,0,0,0,0,0,6,2010,1,1,221000
685,160,1978.5061638868744,5062,2,4,19,4,7,5,1984,1984,1,1,4,4,2,0.0,2,1,1,3,828,180,1190,1190,900,2090,2,0,3,1,1,6,2,1,1,1984.0,3,2,577,1,1,1,219,0,0,0,0,0,0,9,2007,1,1,207500
686,60,84.0,10207,1,1,6,1,7,6,2007,2007,1,1,1,1,2,0.0,1,1,1,1,0,874,874,874,887,1761,3,0,3,1,1,7,1,0,1,2007.0,3,2,578,1,1,1,144,105,0,0,0,0,0,8,2007,2,3,227875
687,160,1978.5061638868744,5105,3,2,6,4,7,5,2004,2004,1,1,2,2,2,0.0,1,1,1,1,239,312,551,551,551,1102,2,1,2,1,1,4,1,0,2,2004.0,2,2,480,1,1,1,0,60,0,0,0,0,0,3,2007,1,1,148800
688,20,60.0,8089,1,1,19,1,8,6,2007,2007,1,1,2,2,1,0.0,1,1,1,4,945,474,1419,1419,0,1419,2,0,2,1,1,7,1,1,1,2007.0,1,2,567,1,1,1,140,0,0,0,0,0,0,10,2007,2,3,392000
689,120,61.0,7577,2,3,11,4,6,5,2005,2006,1,1,1,1,3,256.0,1,1,1,4,20,1342,1362,1362,0,1362,2,0,2,1,1,6,1,1,1,2005.0,1,2,460,1,1,1,192,28,0,0,0,0,0,6,2007,1,1,194700
690,120,1978.5061638868744,4426,1,1,1,4,6,5,2004,2004,1,1,1,1,1,147.0,1,1,1,2,697,151,848,848,0,848,1,0,1,1,1,3,1,1,1,2004.0,1,2,420,1,1,1,149,0,0,0,0,0,0,5,2008,1,1,141000
691,60,104.0,21535,2,3,4,1,10,6,1994,1995,1,2,4,4,1,1170.0,1,3,1,2,1455,989,2444,2444,1872,4316,3,1,4,1,3,10,1,2,1,1994.0,3,3,832,1,1,1,382,50,0,0,0,0,0,1,2007,1,1,755000
692,60,42.0,26178,2,1,17,1,7,5,1989,1990,2,1,2,2,1,293.0,1,1,1,2,965,245,1210,1238,1281,2519,2,1,4,1,1,9,1,2,1,1989.0,1,2,628,1,1,1,320,27,0,0,0,0,0,4,2006,1,1,335000
693,30,60.0,5400,1,3,8,1,5,6,1921,1968,1,1,2,2,2,0.0,3,2,1,1,0,1073,1073,1073,0,1073,1,0,2,1,2,4,1,0,2,1968.0,2,1,326,1,1,1,0,0,112,0,0,0,0,12,2006,1,2,108480
694,50,51.0,6120,1,3,9,1,5,6,1936,1950,1,1,3,6,2,0.0,3,2,1,1,0,927,927,1067,472,1539,1,1,3,1,2,5,1,0,2,1995.0,2,2,576,1,1,1,112,0,0,0,0,0,0,4,2009,1,1,141500
695,20,54.0,13811,2,1,17,1,6,6,1987,1987,1,1,4,4,1,72.0,2,1,2,1,980,92,1112,1137,0,1137,2,0,2,1,1,5,1,1,1,1987.0,2,2,551,1,1,1,125,0,0,0,0,0,0,7,2006,1,1,176000
696,30,50.0,6000,1,1,9,1,5,7,1921,1950,1,1,3,3,2,0.0,2,2,1,1,616,0,616,616,0,616,1,0,2,1,2,4,1,0,2,1921.0,2,1,205,1,1,1,0,0,129,0,0,0,0,6,2006,1,1,89000
697,20,57.0,6420,2,1,16,1,5,7,1952,1952,1,1,3,6,2,0.0,1,3,2,3,210,219,980,1148,0,1148,1,0,2,1,2,6,1,0,2,1952.0,2,1,308,1,1,1,0,0,0,0,0,0,0,9,2006,1,1,123500
698,20,65.0,8450,1,1,10,1,5,8,1965,2009,1,1,2,2,2,0.0,2,2,1,1,553,224,894,894,0,894,1,0,3,1,2,5,1,1,2,1973.0,2,1,336,1,1,1,416,144,0,0,0,0,0,4,2010,1,1,138500
699,120,59.0,4282,3,1,6,4,7,5,2004,2004,1,1,2,2,2,0.0,1,1,1,3,16,1375,1391,1391,0,1391,2,0,2,1,1,5,1,0,1,2004.0,1,2,530,1,1,1,156,158,0,0,0,0,0,7,2008,1,1,196000
700,20,85.0,14331,1,1,17,1,8,5,2002,2002,2,1,1,1,1,630.0,1,3,1,2,1274,526,1800,1800,0,1800,2,0,3,1,1,7,1,1,1,2002.0,3,3,765,1,1,1,270,78,0,0,0,0,0,5,2006,1,1,312500
701,20,80.0,9600,1,1,7,1,7,5,1969,1969,2,1,4,4,1,168.0,2,2,1,1,0,1164,1164,1164,0,1164,1,1,3,1,2,6,1,0,1,1969.0,2,2,528,1,1,1,0,0,0,0,0,0,0,7,2006,3,1,140000
702,60,82.0,12438,2,1,19,1,8,5,2006,2006,2,1,1,1,1,466.0,1,3,2,1,0,1234,1234,1264,1312,2576,2,1,4,1,3,10,1,1,3,2006.0,3,3,666,1,1,1,324,100,0,0,0,0,0,7,2006,2,3,361919
703,190,76.0,7630,1,1,8,2,5,9,1900,1996,1,1,3,6,2,0.0,3,1,1,1,0,360,360,1032,780,1812,2,0,4,2,1,8,1,1,2,1999.0,2,2,672,1,1,2,344,0,40,0,0,0,0,5,2010,1,1,140000
704,20,70.0,8400,1,1,1,1,7,5,2004,2005,1,1,1,1,1,109.0,1,1,1,4,712,761,1473,1484,0,1484,2,0,3,1,1,7,1,0,1,2004.0,1,2,606,1,1,1,0,35,0,144,0,0,0,5,2010,1,1,213000
705,190,70.0,5600,1,1,14,2,4,5,1930,1950,2,1,1,3,2,0.0,5,4,3,5,0,0,0,372,720,1092,2,0,3,2,4,7,5,0,5,1978.5061638868744,4,0,0,4,3,2,0,0,0,0,0,0,3500,7,2010,1,1,55000
706,20,1978.5061638868744,115149,3,4,20,1,7,5,1971,2002,1,1,8,5,3,351.0,2,1,1,2,1219,424,1643,1824,0,1824,2,0,2,1,1,5,1,2,1,1971.0,2,2,739,1,1,1,380,48,0,0,0,0,0,6,2007,1,1,302000
707,120,48.0,6240,1,1,11,4,8,5,2006,2006,2,1,2,2,1,176.0,1,1,1,1,863,461,1324,1324,0,1324,2,0,2,1,1,6,1,1,1,2006.0,3,2,550,1,1,1,192,38,0,0,0,0,0,12,2009,1,1,254000
708,60,65.0,9018,2,1,18,1,7,5,2007,2007,2,1,1,1,2,0.0,1,1,1,4,0,728,728,728,728,1456,2,1,3,1,1,8,1,1,1,2007.0,3,2,400,1,1,1,100,24,0,0,0,0,0,7,2007,2,3,179540
709,20,1978.5061638868744,7162,2,1,10,1,5,7,1966,1966,1,1,4,4,4,41.0,1,2,1,1,0,876,876,904,0,904,1,0,3,1,2,6,1,0,1,1966.0,2,1,408,1,1,1,0,0,0,0,0,0,0,12,2008,1,2,109900
710,30,56.0,4130,2,1,9,1,3,6,1935,2003,1,1,1,1,2,0.0,2,2,1,1,0,270,270,729,0,729,1,0,2,1,2,5,6,0,5,1978.5061638868744,4,0,0,4,3,2,0,0,0,0,0,0,0,7,2008,1,1,52000
711,50,66.0,8712,1,1,14,1,4,7,1900,1950,1,1,2,2,2,0.0,6,2,1,3,0,859,859,859,319,1178,1,0,2,1,2,7,1,0,2,1964.0,1,1,384,1,1,2,68,0,98,0,0,0,0,1,2010,1,2,102776
712,120,40.0,4671,2,1,19,4,8,5,1988,1989,1,1,4,4,2,0.0,1,1,1,3,767,461,1228,1228,0,1228,2,0,2,1,1,5,1,1,1,1988.0,3,2,472,1,1,1,168,120,0,0,0,0,0,10,2008,1,1,189000
713,190,60.0,9873,1,1,9,2,4,5,1970,1970,1,1,4,4,1,160.0,2,2,1,4,789,171,960,960,0,960,1,0,3,1,2,6,1,0,2,1970.0,2,2,576,1,1,1,0,288,0,0,0,0,0,5,2006,1,1,129000
714,60,1978.5061638868744,13517,2,4,10,1,6,8,1976,2005,1,1,4,5,1,289.0,2,2,1,1,533,192,725,725,754,1479,2,1,3,1,1,6,1,0,1,1976.0,1,2,475,1,1,1,0,44,0,0,0,0,0,3,2010,1,1,130500
715,20,78.0,10140,1,1,7,1,6,5,1974,1974,2,1,4,4,1,174.0,2,1,1,1,0,1064,1064,1350,0,1350,2,0,3,1,2,7,1,1,1,1974.0,1,2,478,1,1,1,0,0,0,0,0,0,0,8,2009,1,1,165000
716,70,60.0,10800,1,1,8,1,7,8,1890,1998,1,1,3,1,2,0.0,3,2,1,1,0,718,718,1576,978,2554,1,1,3,1,2,8,1,0,2,1996.0,2,2,704,1,1,3,0,48,143,0,0,0,0,7,2007,1,1,159500
717,20,80.0,10000,1,1,7,1,5,6,1973,2000,1,1,4,4,2,0.0,2,1,1,1,1084,92,1176,1178,0,1178,1,1,3,1,1,5,1,1,1,1973.0,2,2,439,1,1,1,224,0,0,0,0,0,0,11,2008,1,1,157000
718,60,96.0,10542,1,1,4,1,7,5,1993,1994,2,1,3,12,1,651.0,1,1,1,2,1173,138,1311,1325,1093,2418,2,1,3,1,1,9,1,1,1,1993.0,1,3,983,1,1,1,250,154,216,0,0,0,0,8,2008,1,1,341000
719,20,69.0,9920,2,1,1,1,5,6,1969,1969,1,1,4,5,2,0.0,2,1,1,2,523,448,971,971,0,971,1,1,3,1,2,5,1,1,1,1969.0,2,1,300,1,1,1,0,0,0,0,0,0,0,5,2006,1,1,128500
720,120,1978.5061638868744,6563,2,4,19,1,8,5,1985,1985,1,1,4,4,2,0.0,1,1,1,2,1148,594,1742,1742,0,1742,2,0,2,1,1,5,1,1,1,1985.0,1,2,564,1,1,1,114,28,234,0,0,0,0,12,2006,1,1,275000
721,120,1978.5061638868744,4426,1,1,1,4,6,5,2004,2004,1,1,1,1,1,169.0,1,1,1,4,662,186,848,848,0,848,1,0,1,1,1,3,1,0,1,2004.0,1,2,420,1,1,1,160,0,0,0,0,0,0,5,2010,1,1,143000
722,20,70.0,8120,1,1,12,1,4,7,1970,1970,1,1,2,2,2,0.0,2,2,1,1,191,673,864,864,0,864,1,0,3,1,2,5,1,0,2,1994.0,2,2,463,1,1,1,0,0,0,0,0,0,0,7,2009,1,1,124500
723,50,60.0,8172,1,1,16,1,4,6,1954,1972,1,1,2,2,2,0.0,1,2,1,1,0,941,941,997,473,1470,2,0,4,1,2,7,1,0,2,1958.0,2,1,548,1,1,1,0,0,0,0,156,0,0,5,2008,1,1,135000
724,20,86.0,13286,2,1,16,1,9,5,2007,2008,2,1,7,7,3,340.0,1,3,1,1,1234,464,1698,1698,0,1698,2,0,3,1,3,8,1,1,1,2007.0,3,3,768,1,1,1,327,64,0,0,0,0,0,2,2009,1,1,320000
725,20,60.0,6960,1,1,12,1,4,6,1970,1970,1,1,4,5,2,0.0,2,2,1,1,375,250,864,864,0,864,1,0,3,1,1,5,1,0,2,1989.0,2,2,660,1,1,1,96,0,0,0,0,0,500,11,2009,1,1,120500
726,20,1978.5061638868744,21695,2,3,3,1,6,9,1988,2007,2,1,3,5,1,260.0,2,1,1,1,808,72,880,1680,0,1680,2,0,3,1,1,5,1,1,1,1988.0,3,2,540,1,1,1,292,44,0,182,0,0,0,12,2009,1,1,222000
727,20,64.0,7314,1,1,1,1,7,5,2007,2007,1,1,1,1,3,82.0,1,1,1,4,724,508,1232,1232,0,1232,2,0,2,1,1,6,1,0,1,2007.0,1,2,632,1,1,1,132,0,0,0,0,0,0,2,2009,1,1,194500
728,90,85.0,11475,1,3,12,3,5,5,1958,1958,1,1,1,1,1,95.0,2,2,1,1,0,1584,1584,1776,0,1776,2,0,4,2,2,9,1,0,2,1968.0,2,3,888,1,1,1,0,25,0,0,0,0,0,7,2009,3,2,110000
729,30,52.0,6240,1,1,14,1,4,5,1925,1950,1,1,2,2,2,0.0,2,2,1,1,152,628,780,848,0,1208,1,0,2,1,2,5,1,0,2,1962.0,2,2,539,1,1,1,0,23,112,0,0,0,0,1,2009,1,1,103000
730,120,39.0,5389,2,1,19,4,8,5,1995,1996,1,1,7,7,2,0.0,1,1,1,1,1180,415,1595,1616,0,1616,2,0,2,1,1,5,1,1,1,1995.0,1,2,608,1,1,1,237,152,0,0,0,0,0,3,2010,1,1,236500
731,80,73.0,9590,2,3,17,1,7,5,2003,2003,1,1,1,1,1,442.0,1,3,1,4,786,82,868,1146,0,1146,2,0,3,1,1,6,1,1,1,2003.0,3,2,438,1,1,1,160,22,0,0,0,0,0,5,2007,1,1,187500
732,60,75.0,11404,2,1,1,1,7,5,1998,1999,1,1,1,1,1,202.0,1,1,1,4,252,901,1153,1153,878,2031,2,1,3,1,1,8,1,1,1,1998.0,3,2,541,1,1,1,192,84,0,0,0,0,0,7,2008,1,1,222500
733,20,80.0,10000,1,3,10,1,5,6,1961,1983,2,1,4,4,2,0.0,2,2,1,1,594,270,864,1144,0,1144,1,0,3,1,2,6,1,1,1,1961.0,1,1,264,1,1,1,165,0,0,0,0,0,400,3,2009,1,1,131400
734,20,1978.5061638868744,8978,2,3,10,1,5,5,1968,1968,1,1,8,5,2,0.0,1,2,1,1,0,948,948,948,0,948,1,0,3,1,2,6,1,0,1,1968.0,2,1,300,1,1,1,147,0,0,0,0,0,0,5,2007,1,6,108000
735,75,60.0,10800,1,1,8,1,7,7,1914,1970,1,1,3,6,2,0.0,3,1,1,3,390,490,880,880,888,1768,1,1,2,1,2,6,1,2,2,1914.0,2,2,320,1,1,2,0,341,0,0,0,0,0,10,2006,1,1,163000
736,90,60.0,8544,1,1,12,3,3,4,1950,1950,1,1,10,14,2,0.0,2,4,3,5,0,0,0,1040,0,1040,2,0,2,2,2,6,1,0,2,1949.0,2,2,400,1,1,1,0,0,0,0,0,0,0,7,2006,1,1,93500
737,60,72.0,10463,2,4,18,1,8,5,2005,2005,1,1,1,1,2,0.0,1,1,1,1,0,893,893,901,900,1801,2,1,3,1,1,8,1,1,1,2005.0,3,3,800,1,1,1,0,116,0,0,0,0,0,6,2006,1,1,239900
738,90,60.0,10800,1,1,16,3,5,5,1987,1988,1,1,8,5,2,0.0,2,1,2,2,1200,0,1200,1200,0,1200,3,0,3,1,2,5,1,0,5,1978.5061638868744,4,0,0,4,3,1,120,0,0,0,0,0,0,3,2009,1,5,179000
739,60,65.0,9313,2,1,1,1,7,5,2004,2004,1,1,1,1,2,0.0,1,1,1,1,0,864,864,864,864,1728,2,1,3,1,1,7,1,0,1,2004.0,1,2,572,1,1,1,187,56,0,0,0,0,0,4,2009,1,1,190000
740,70,60.0,9600,1,1,8,1,5,7,1910,2002,1,1,3,3,2,0.0,3,5,4,1,0,264,264,768,664,1432,2,0,2,1,2,7,1,0,2,1910.0,2,2,360,1,4,1,270,0,112,0,0,0,0,5,2007,1,2,132000
741,20,65.0,6768,2,1,10,1,6,8,1961,1996,2,1,4,4,2,0.0,2,2,1,3,832,80,912,912,0,912,1,0,3,1,1,5,1,0,2,1962.0,2,1,288,1,1,1,168,0,0,0,0,0,0,5,2008,1,1,142000
742,20,65.0,8450,1,1,13,1,7,5,2000,2001,1,1,1,1,1,108.0,1,1,1,1,0,1349,1349,1349,0,1349,2,0,3,1,2,6,1,0,1,2000.0,2,2,539,1,1,1,120,55,0,0,0,0,0,12,2007,1,1,179000
743,80,70.0,12886,2,1,10,1,5,6,1963,1999,1,1,4,4,2,0.0,2,1,1,4,444,76,520,1464,0,1464,2,0,3,1,2,6,4,1,1,1997.0,1,2,480,1,1,1,302,0,0,0,100,0,0,10,2009,1,1,175000
744,120,41.0,5395,2,1,19,4,8,5,1993,1993,1,1,4,4,2,0.0,1,1,1,1,733,604,1337,1337,0,1337,2,0,2,1,1,5,1,1,1,1993.0,1,2,462,1,1,1,96,0,70,168,0,0,0,10,2008,1,1,180000
745,60,1978.5061638868744,8963,2,1,7,1,8,9,1976,1996,2,1,1,1,1,289.0,2,2,2,1,575,487,1142,1175,1540,2715,3,1,4,1,1,11,1,2,3,1994.0,3,2,831,1,1,1,0,204,0,0,0,0,0,7,2008,1,1,299800
746,60,1978.5061638868744,8795,2,1,18,1,7,5,2000,2000,1,1,1,1,2,0.0,1,1,1,1,300,652,952,980,1276,2256,2,1,4,1,1,8,1,1,3,2000.0,3,2,554,1,1,1,224,54,0,0,0,0,0,4,2009,1,1,236000
747,70,65.0,11700,2,3,8,1,7,7,1880,2003,4,1,10,9,2,0.0,6,2,4,1,0,1240,1240,1320,1320,2640,1,1,4,1,1,8,1,1,2,1950.0,2,4,864,1,1,2,181,0,386,0,0,0,0,5,2009,1,1,265979
748,20,59.0,10593,2,1,4,1,7,5,1996,1996,2,1,1,1,1,338.0,1,1,1,1,919,801,1720,1720,0,1720,2,0,3,1,1,7,1,1,1,1996.0,3,2,527,1,1,1,240,56,154,0,0,0,0,3,2010,1,1,260400
749,50,50.0,8405,1,1,16,1,4,3,1945,1950,1,1,6,3,2,0.0,5,4,3,5,0,0,0,1088,441,1529,2,0,4,1,2,9,5,0,2,1945.0,2,1,240,1,1,2,92,0,185,0,0,0,0,4,2009,1,1,98000
750,50,55.0,8800,1,3,8,1,4,7,1910,2004,1,1,3,6,2,0.0,3,2,4,1,0,576,576,792,348,1140,1,0,3,1,2,7,4,0,5,1978.5061638868744,4,0,0,4,3,2,0,160,0,0,0,0,0,6,2010,1,1,96500
751,60,1978.5061638868744,7750,1,1,18,1,7,5,2003,2003,1,1,1,1,2,0.0,1,1,1,1,0,660,660,660,660,1320,2,1,3,1,1,6,1,0,1,2003.0,3,2,400,1,1,1,0,48,0,0,0,0,0,8,2007,1,1,162000
752,20,79.0,9236,2,1,1,1,6,5,1997,1997,1,1,1,1,2,0.0,1,1,1,2,1200,279,1479,1494,0,1494,2,0,3,1,1,6,1,0,1,1997.0,1,2,576,1,1,1,168,27,0,0,0,0,0,7,2006,1,1,217000
753,60,80.0,10240,1,1,11,1,8,5,2005,2005,1,1,1,1,1,178.0,1,1,1,3,0,1030,1030,1038,1060,2098,2,1,3,1,3,8,1,1,1,2005.0,1,3,878,1,1,1,192,52,0,0,0,0,0,3,2006,1,1,275500
754,20,61.0,7930,1,1,12,1,6,8,1969,2005,1,1,8,5,2,0.0,2,2,1,1,439,115,1026,1026,0,1026,1,0,3,1,1,5,1,0,2,1969.0,1,2,440,1,1,1,171,48,0,0,0,0,0,7,2009,1,1,156000
755,160,34.0,3230,1,1,6,4,6,5,1999,1999,1,1,2,2,1,894.0,1,1,1,1,381,348,729,742,729,1471,2,1,3,1,2,6,1,0,2,1999.0,2,2,440,1,1,1,0,24,0,0,0,0,0,3,2009,1,1,172500
756,60,68.0,10769,2,1,1,1,8,5,2007,2007,1,1,1,1,2,0.0,1,1,1,4,20,846,866,866,902,1768,2,1,3,1,1,7,1,0,1,2007.0,1,2,578,1,1,1,144,105,0,0,0,0,0,4,2009,1,1,212000
757,60,1978.5061638868744,11616,2,4,10,1,6,5,1978,1978,2,1,4,4,4,328.0,2,2,1,3,438,234,672,672,714,1386,2,1,3,1,2,6,1,1,1,1978.0,3,2,440,1,1,1,335,0,0,0,0,0,0,4,2010,1,2,158900
758,160,24.0,2280,1,1,6,5,7,5,1999,1999,1,1,2,2,1,360.0,1,1,1,1,549,195,744,757,744,1501,2,1,3,1,2,6,1,0,2,1999.0,2,2,440,1,1,1,0,0,0,0,0,0,0,8,2008,1,1,179400
759,60,65.0,12257,2,1,4,1,8,5,1995,1995,1,1,1,1,1,513.0,1,1,1,4,56,1198,1318,1328,1203,2531,2,1,4,1,1,9,1,1,1,1995.0,1,3,752,1,1,1,222,98,0,0,0,0,0,11,2007,1,1,290000
760,20,70.0,9100,1,1,12,1,6,6,1959,1959,2,1,3,6,2,0.0,2,2,1,1,612,252,864,864,0,864,1,0,2,1,2,5,1,0,2,2008.0,2,1,300,5,6,1,0,0,0,0,0,0,450,10,2009,1,1,127500
761,30,60.0,6911,1,2,9,1,5,5,1924,1950,1,1,3,6,2,0.0,1,2,1,3,405,740,1145,1301,0,1301,1,0,2,1,4,5,2,0,2,1965.0,2,2,440,1,1,1,0,0,0,0,0,0,0,10,2009,1,1,100000
762,60,72.0,8640,1,1,6,1,7,5,2009,2009,1,1,1,1,2,0.0,1,1,1,3,24,732,756,764,783,1547,2,1,3,1,1,7,1,0,1,2009.0,2,2,614,1,1,1,169,45,0,0,0,0,0,6,2010,8,1,215200
763,60,82.0,9430,1,1,4,1,8,5,1999,1999,1,1,1,1,1,673.0,1,1,1,3,1163,89,1252,1268,1097,2365,2,1,3,1,1,8,1,1,1,1999.0,1,3,856,1,1,1,0,128,0,0,180,0,0,7,2009,1,1,337000
764,120,30.0,9549,2,4,2,4,8,5,1995,1996,2,1,5,8,2,0.0,1,1,2,4,437,0,1494,1494,0,1494,1,1,2,1,3,6,1,1,1,1995.0,3,2,481,1,1,1,0,30,0,0,216,0,0,4,2006,1,1,270000
765,20,75.0,14587,2,1,6,1,9,5,2008,2008,1,1,1,1,3,284.0,1,1,1,1,0,1498,1498,1506,0,1506,2,0,2,1,3,6,1,1,1,2008.0,3,2,592,1,1,1,0,174,0,0,0,0,0,8,2008,2,3,264132
766,60,80.0,10421,1,1,7,1,7,5,1988,1988,1,1,4,4,1,42.0,2,1,1,1,394,586,980,980,734,1714,2,1,3,1,2,7,1,1,1,1988.0,2,2,496,1,1,1,228,66,156,0,0,0,500,3,2010,1,1,196500
767,50,75.0,12508,2,1,5,1,6,7,1940,1985,1,1,1,1,2,0.0,2,1,1,3,660,323,983,983,767,1750,2,0,4,1,2,7,5,0,1,1989.0,2,1,423,1,1,1,245,0,156,0,0,0,1300,7,2008,1,1,160000
768,20,70.0,9100,1,1,1,1,7,5,2004,2005,2,1,1,1,2,0.0,1,1,1,1,24,1836,1860,1836,0,1836,2,0,3,1,1,8,1,1,1,2004.0,3,2,484,1,1,1,120,33,0,0,0,0,0,10,2006,1,1,216837
769,60,47.0,53504,3,4,19,1,8,5,2003,2003,2,1,7,3,1,603.0,1,1,1,2,1416,234,1650,1690,1589,3279,3,1,4,1,3,12,5,1,3,2003.0,3,3,841,1,1,1,503,36,0,0,210,0,0,6,2010,1,1,538000
770,85,1978.5061638868744,7252,2,4,10,1,5,5,1982,1982,2,1,3,6,2,0.0,2,1,1,4,685,173,858,858,0,858,1,0,2,1,2,5,1,0,2,1983.0,2,2,576,1,1,1,120,0,0,0,0,0,0,4,2009,1,1,134900
771,20,67.0,8877,1,1,16,1,4,5,1951,1951,1,1,3,6,2,0.0,2,5,4,1,836,0,836,1220,0,1220,1,0,2,1,2,6,1,0,2,1951.0,2,2,396,1,1,1,0,0,0,0,0,0,0,4,2006,3,1,102000
772,80,94.0,7819,1,1,16,1,6,5,1976,1976,1,1,8,5,2,0.0,2,2,1,4,422,480,1029,1117,0,1117,1,0,3,1,2,6,1,1,2,1976.0,2,2,672,1,1,1,144,0,0,0,0,0,0,3,2010,1,2,107000
773,20,70.0,10150,1,1,12,1,5,5,1958,1958,1,1,3,6,2,1.0,2,2,1,1,456,456,912,912,0,912,1,0,2,1,2,5,1,0,1,1958.0,1,1,275,1,1,1,0,0,0,0,0,0,0,7,2007,3,1,114500
774,20,110.0,14226,1,3,11,1,8,5,2006,2006,2,1,1,1,1,375.0,1,1,1,4,0,1935,1935,1973,0,1973,2,0,3,1,1,9,1,1,1,2006.0,3,3,895,1,1,1,315,45,0,0,0,0,0,7,2007,2,3,395000
775,120,32.0,4500,1,2,5,4,6,5,1998,1998,2,1,1,1,1,320.0,1,3,1,1,866,338,1204,1204,0,1204,2,0,2,1,2,5,1,0,1,1998.0,3,2,412,1,1,1,0,247,0,0,0,0,0,6,2009,1,1,162000
776,20,86.0,11210,2,1,1,1,7,5,2005,2006,1,1,1,1,1,240.0,1,1,1,4,20,1594,1614,1614,0,1614,2,0,3,1,1,7,1,0,1,2005.0,1,3,865,1,1,1,144,59,0,0,0,0,0,7,2006,2,3,221500
777,20,100.0,13350,2,1,10,1,5,5,1974,1974,2,1,4,5,2,0.0,2,2,1,1,762,102,864,894,0,894,1,0,3,1,2,5,1,1,1,1974.0,2,2,440,1,1,1,241,0,0,0,0,0,0,6,2006,1,1,142500
778,90,60.0,8400,1,1,13,3,5,5,1977,1977,1,1,8,5,1,320.0,5,4,3,5,0,0,0,2020,0,2020,2,0,4,2,2,10,1,2,2,1977.0,2,2,630,1,1,1,0,0,0,0,0,0,0,10,2007,1,1,144000
779,90,78.0,10530,1,1,5,3,6,5,1977,1977,1,1,8,12,1,90.0,2,1,1,2,975,0,975,1004,0,1004,1,0,2,1,2,4,1,0,1,1977.0,2,2,504,1,1,1,0,0,0,0,0,0,0,5,2006,1,1,135000
780,20,63.0,7875,1,1,18,1,7,5,1995,1996,1,1,4,4,1,38.0,1,1,2,1,0,1237,1237,1253,0,1253,2,0,3,1,2,6,1,1,1,1995.0,3,2,402,1,1,1,220,21,0,0,0,0,0,6,2007,1,1,176000
