,Unnamed: 0,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SalePrice
724,724,20,86.0,13286,9,5,2007,2008,2,1,7,7,3,340.0,1,3,1,1,1234,464,1698,1698,0,1698,2,0,3,1,3,8,1,1,1,2007.0,3,3,768,327,64,0,2,2009,320000
725,725,20,60.0,6960,4,6,1970,1970,1,1,4,5,2,0.0,2,2,1,1,375,250,864,864,0,864,1,0,3,1,1,5,1,0,2,1989.0,2,2,660,96,0,0,11,2009,120500
726,726,20,1978.5061638868744,21695,6,9,1988,2007,2,1,3,5,1,260.0,2,1,1,1,808,72,880,1680,0,1680,2,0,3,1,1,5,1,1,1,1988.0,3,2,540,292,44,0,12,2009,222000
727,727,20,64.0,7314,7,5,2007,2007,1,1,1,1,3,82.0,1,1,1,4,724,508,1232,1232,0,1232,2,0,2,1,1,6,1,0,1,2007.0,1,2,632,132,0,0,2,2009,194500
728,728,90,85.0,11475,5,5,1958,1958,1,1,1,1,1,95.0,2,2,1,1,0,1584,1584,1776,0,1776,2,0,4,2,2,9,1,0,2,1968.0,2,3,888,0,25,0,7,2009,110000
729,729,30,52.0,6240,4,5,1925,1950,1,1,2,2,2,0.0,2,2,1,1,152,628,780,848,0,1208,1,0,2,1,2,5,1,0,2,1962.0,2,2,539,0,23,112,1,2009,103000
730,730,120,39.0,5389,8,5,1995,1996,1,1,7,7,2,0.0,1,1,1,1,1180,415,1595,1616,0,1616,2,0,2,1,1,5,1,1,1,1995.0,1,2,608,237,152,0,3,2010,236500
731,731,80,73.0,9590,7,5,2003,2003,1,1,1,1,1,442.0,1,3,1,4,786,82,868,1146,0,1146,2,0,3,1,1,6,1,1,1,2003.0,3,2,438,160,22,0,5,2007,187500
732,732,60,75.0,11404,7,5,1998,1999,1,1,1,1,1,202.0,1,1,1,4,252,901,1153,1153,878,2031,2,1,3,1,1,8,1,1,1,1998.0,3,2,541,192,84,0,7,2008,222500
733,733,20,80.0,10000,5,6,1961,1983,2,1,4,4,2,0.0,2,2,1,1,594,270,864,1144,0,1144,1,0,3,1,2,6,1,1,1,1961.0,1,1,264,165,0,0,3,2009,131400
734,734,20,1978.5061638868744,8978,5,5,1968,1968,1,1,8,5,2,0.0,1,2,1,1,0,948,948,948,0,948,1,0,3,1,2,6,1,0,1,1968.0,2,1,300,147,0,0,5,2007,108000
735,735,75,60.0,10800,7,7,1914,1970,1,1,3,6,2,0.0,3,1,1,3,390,490,880,880,888,1768,1,1,2,1,2,6,1,2,2,1914.0,2,2,320,0,341,0,10,2006,163000
736,736,90,60.0,8544,3,4,1950,1950,1,1,10,14,2,0.0,2,4,3,5,0,0,0,1040,0,1040,2,0,2,2,2,6,1,0,2,1949.0,2,2,400,0,0,0,7,2006,93500
737,737,60,72.0,10463,8,5,2005,2005,1,1,1,1,2,0.0,1,1,1,1,0,893,893,901,900,1801,2,1,3,1,1,8,1,1,1,2005.0,3,3,800,0,116,0,6,2006,239900
738,738,90,60.0,10800,5,5,1987,1988,1,1,8,5,2,0.0,2,1,2,2,1200,0,1200,1200,0,1200,3,0,3,1,2,5,1,0,5,1978.5061638868744,4,0,0,120,0,0,3,2009,179000
739,739,60,65.0,9313,7,5,2004,2004,1,1,1,1,2,0.0,1,1,1,1,0,864,864,864,864,1728,2,1,3,1,1,7,1,0,1,2004.0,1,2,572,187,56,0,4,2009,190000
740,740,70,60.0,9600,5,7,1910,2002,1,1,3,3,2,0.0,3,5,4,1,0,264,264,768,664,1432,2,0,2,1,2,7,1,0,2,1910.0,2,2,360,270,0,112,5,2007,132000
741,741,20,65.0,6768,6,8,1961,1996,2,1,4,4,2,0.0,2,2,1,3,832,80,912,912,0,912,1,0,3,1,1,5,1,0,2,1962.0,2,1,288,168,0,0,5,2008,142000
742,742,20,65.0,8450,7,5,2000,2001,1,1,1,1,1,108.0,1,1,1,1,0,1349,1349,1349,0,1349,2,0,3,1,2,6,1,0,1,2000.0,2,2,539,120,55,0,12,2007,179000
743,743,80,70.0,12886,5,6,1963,1999,1,1,4,4,2,0.0,2,1,1,4,444,76,520,1464,0,1464,2,0,3,1,2,6,4,1,1,1997.0,1,2,480,302,0,0,10,2009,175000
744,744,120,41.0,5395,8,5,1993,1993,1,1,4,4,2,0.0,1,1,1,1,733,604,1337,1337,0,1337,2,0,2,1,1,5,1,1,1,1993.0,1,2,462,96,0,70,10,2008,180000
745,745,60,1978.5061638868744,8963,8,9,1976,1996,2,1,1,1,1,289.0,2,2,2,1,575,487,1142,1175,1540,2715,3,1,4,1,1,11,1,2,3,1994.0,3,2,831,0,204,0,7,2008,299800
746,746,60,1978.5061638868744,8795,7,5,2000,2000,1,1,1,1,2,0.0,1,1,1,1,300,652,952,980,1276,2256,2,1,4,1,1,8,1,1,3,2000.0,3,2,554,224,54,0,4,2009,236000
747,747,70,65.0,11700,7,7,1880,2003,4,1,10,9,2,0.0,6,2,4,1,0,1240,1240,1320,1320,2640,1,1,4,1,1,8,1,1,2,1950.0,2,4,864,181,0,386,5,2009,265979
748,748,20,59.0,10593,7,5,1996,1996,2,1,1,1,1,338.0,1,1,1,1,919,801,1720,1720,0,1720,2,0,3,1,1,7,1,1,1,1996.0,3,2,527,240,56,154,3,2010,260400
749,749,50,50.0,8405,4,3,1945,1950,1,1,6,3,2,0.0,5,4,3,5,0,0,0,1088,441,1529,2,0,4,1,2,9,5,0,2,1945.0,2,1,240,92,0,185,4,2009,98000
750,750,50,55.0,8800,4,7,1910,2004,1,1,3,6,2,0.0,3,2,4,1,0,576,576,792,348,1140,1,0,3,1,2,7,4,0,5,1978.5061638868744,4,0,0,0,160,0,6,2010,96500
751,751,60,1978.5061638868744,7750,7,5,2003,2003,1,1,1,1,2,0.0,1,1,1,1,0,660,660,660,660,1320,2,1,3,1,1,6,1,0,1,2003.0,3,2,400,0,48,0,8,2007,162000
752,752,20,79.0,9236,6,5,1997,1997,1,1,1,1,2,0.0,1,1,1,2,1200,279,1479,1494,0,1494,2,0,3,1,1,6,1,0,1,1997.0,1,2,576,168,27,0,7,2006,217000
753,753,60,80.0,10240,8,5,2005,2005,1,1,1,1,1,178.0,1,1,1,3,0,1030,1030,1038,1060,2098,2,1,3,1,3,8,1,1,1,2005.0,1,3,878,192,52,0,3,2006,275500
754,754,20,61.0,7930,6,8,1969,2005,1,1,8,5,2,0.0,2,2,1,1,439,115,1026,1026,0,1026,1,0,3,1,1,5,1,0,2,1969.0,1,2,440,171,48,0,7,2009,156000
755,755,160,34.0,3230,6,5,1999,1999,1,1,2,2,1,894.0,1,1,1,1,381,348,729,742,729,1471,2,1,3,1,2,6,1,0,2,1999.0,2,2,440,0,24,0,3,2009,172500
756,756,60,68.0,10769,8,5,2007,2007,1,1,1,1,2,0.0,1,1,1,4,20,846,866,866,902,1768,2,1,3,1,1,7,1,0,1,2007.0,1,2,578,144,105,0,4,2009,212000
757,757,60,1978.5061638868744,11616,6,5,1978,1978,2,1,4,4,4,328.0,2,2,1,3,438,234,672,672,714,1386,2,1,3,1,2,6,1,1,1,1978.0,3,2,440,335,0,0,4,2010,158900
758,758,160,24.0,2280,7,5,1999,1999,1,1,2,2,1,360.0,1,1,1,1,549,195,744,757,744,1501,2,1,3,1,2,6,1,0,2,1999.0,2,2,440,0,0,0,8,2008,179400
759,759,60,65.0,12257,8,5,1995,1995,1,1,1,1,1,513.0,1,1,1,4,56,1198,1318,1328,1203,2531,2,1,4,1,1,9,1,1,1,1995.0,1,3,752,222,98,0,11,2007,290000
760,760,20,70.0,9100,6,6,1959,1959,2,1,3,6,2,0.0,2,2,1,1,612,252,864,864,0,864,1,0,2,1,2,5,1,0,2,2008.0,2,1,300,0,0,0,10,2009,127500
761,761,30,60.0,6911,5,5,1924,1950,1,1,3,6,2,0.0,1,2,1,3,405,740,1145,1301,0,1301,1,0,2,1,4,5,2,0,2,1965.0,2,2,440,0,0,0,10,2009,100000
762,762,60,72.0,8640,7,5,2009,2009,1,1,1,1,2,0.0,1,1,1,3,24,732,756,764,783,1547,2,1,3,1,1,7,1,0,1,2009.0,2,2,614,169,45,0,6,2010,215200
763,763,60,82.0,9430,8,5,1999,1999,1,1,1,1,1,673.0,1,1,1,3,1163,89,1252,1268,1097,2365,2,1,3,1,1,8,1,1,1,1999.0,1,3,856,0,128,0,7,2009,337000
764,764,120,30.0,9549,8,5,1995,1996,2,1,5,8,2,0.0,1,1,2,4,437,0,1494,1494,0,1494,1,1,2,1,3,6,1,1,1,1995.0,3,2,481,0,30,0,4,2006,270000
765,765,20,75.0,14587,9,5,2008,2008,1,1,1,1,3,284.0,1,1,1,1,0,1498,1498,1506,0,1506,2,0,2,1,3,6,1,1,1,2008.0,3,2,592,0,174,0,8,2008,264132
766,766,60,80.0,10421,7,5,1988,1988,1,1,4,4,1,42.0,2,1,1,1,394,586,980,980,734,1714,2,1,3,1,2,7,1,1,1,1988.0,2,2,496,228,66,156,3,2010,196500
767,767,50,75.0,12508,6,7,1940,1985,1,1,1,1,2,0.0,2,1,1,3,660,323,983,983,767,1750,2,0,4,1,2,7,5,0,1,1989.0,2,1,423,245,0,156,7,2008,160000
768,768,20,70.0,9100,7,5,2004,2005,2,1,1,1,2,0.0,1,1,1,1,24,1836,1860,1836,0,1836,2,0,3,1,1,8,1,1,1,2004.0,3,2,484,120,33,0,10,2006,216837
769,769,60,47.0,53504,8,5,2003,2003,2,1,7,3,1,603.0,1,1,1,2,1416,234,1650,1690,1589,3279,3,1,4,1,3,12,5,1,3,2003.0,3,3,841,503,36,0,6,2010,538000
770,770,85,1978.5061638868744,7252,5,5,1982,1982,2,1,3,6,2,0.0,2,1,1,4,685,173,858,858,0,858,1,0,2,1,2,5,1,0,2,1983.0,2,2,576,120,0,0,4,2009,134900
771,771,20,67.0,8877,4,5,1951,1951,1,1,3,6,2,0.0,2,5,4,1,836,0,836,1220,0,1220,1,0,2,1,2,6,1,0,2,1951.0,2,2,396,0,0,0,4,2006,102000
772,772,80,94.0,7819,6,5,1976,1976,1,1,8,5,2,0.0,2,2,1,4,422,480,1029,1117,0,1117,1,0,3,1,2,6,1,1,2,1976.0,2,2,672,144,0,0,3,2010,107000
773,773,20,70.0,10150,5,5,1958,1958,1,1,3,6,2,1.0,2,2,1,1,456,456,912,912,0,912,1,0,2,1,2,5,1,0,1,1958.0,1,1,275,0,0,0,7,2007,114500
774,774,20,110.0,14226,8,5,2006,2006,2,1,1,1,1,375.0,1,1,1,4,0,1935,1935,1973,0,1973,2,0,3,1,1,9,1,1,1,2006.0,3,3,895,315,45,0,7,2007,395000
775,775,120,32.0,4500,6,5,1998,1998,2,1,1,1,1,320.0,1,3,1,1,866,338,1204,1204,0,1204,2,0,2,1,2,5,1,0,1,1998.0,3,2,412,0,247,0,6,2009,162000
776,776,20,86.0,11210,7,5,2005,2006,1,1,1,1,1,240.0,1,1,1,4,20,1594,1614,1614,0,1614,2,0,3,1,1,7,1,0,1,2005.0,1,3,865,144,59,0,7,2006,221500
777,777,20,100.0,13350,5,5,1974,1974,2,1,4,5,2,0.0,2,2,1,1,762,102,864,894,0,894,1,0,3,1,2,5,1,1,1,1974.0,2,2,440,241,0,0,6,2006,142500
778,778,90,60.0,8400,5,5,1977,1977,1,1,8,5,1,320.0,5,4,3,5,0,0,0,2020,0,2020,2,0,4,2,2,10,1,2,2,1977.0,2,2,630,0,0,0,10,2007,144000
779,779,90,78.0,10530,6,5,1977,1977,1,1,8,12,1,90.0,2,1,1,2,975,0,975,1004,0,1004,1,0,2,1,2,4,1,0,1,1977.0,2,2,504,0,0,0,5,2006,135000
780,780,20,63.0,7875,7,5,1995,1996,1,1,4,4,1,38.0,1,1,2,1,0,1237,1237,1253,0,1253,2,0,3,1,2,6,1,1,1,1995.0,3,2,402,220,21,0,6,2007,176000
781,781,60,65.0,7153,6,5,1992,1992,1,1,1,1,2,0.0,1,1,1,1,387,374,761,810,793,1603,2,1,3,1,1,7,1,0,1,1992.0,1,2,484,0,124,0,7,2006,175900
782,782,20,67.0,16285,7,5,2001,2002,1,1,1,1,2,0.0,1,1,1,1,0,1413,1413,1430,0,1430,2,0,3,1,1,6,1,0,1,2001.0,1,2,605,0,33,0,6,2009,187100
783,783,85,1978.5061638868744,9101,5,6,1978,1978,1,1,8,5,1,104.0,1,1,1,4,1097,0,1097,1110,0,1110,1,0,1,1,1,4,1,1,1,1978.0,3,2,602,303,30,0,7,2009,165500
784,784,75,35.0,6300,6,6,1914,2001,1,1,3,3,2,0.0,2,2,1,1,0,742,742,742,742,1484,2,0,3,1,2,9,1,1,5,1978.5061638868744,4,0,0,0,291,134,6,2008,128000
785,785,20,1978.5061638868744,9790,6,5,1967,1967,1,1,5,6,2,0.0,2,2,1,1,251,491,1372,1342,0,1342,2,0,3,1,2,7,1,1,1,1967.0,2,2,457,0,0,0,9,2009,161500
786,786,50,60.0,10800,5,6,1915,1950,1,1,2,2,2,0.0,1,5,1,1,686,0,686,966,686,1652,2,0,4,1,2,7,1,0,2,1961.0,2,1,416,0,0,196,6,2010,139000
787,787,60,76.0,10142,7,5,2004,2004,1,1,1,1,2,0.0,1,1,1,1,656,300,956,956,1128,2084,2,1,4,1,1,8,1,0,3,2004.0,1,2,618,0,45,0,1,2010,233000
788,788,20,50.0,6000,4,7,1954,2000,1,1,2,2,2,0.0,2,2,1,1,0,901,901,901,0,901,1,0,2,1,2,4,1,0,2,1954.0,2,1,281,0,0,0,8,2008,107900
789,789,60,1978.5061638868744,12205,6,8,1966,2007,1,1,4,4,1,157.0,2,2,4,2,568,264,832,976,1111,2087,2,1,5,1,1,9,1,0,1,1966.0,3,2,444,133,168,0,7,2007,187500
790,790,120,43.0,3182,7,5,2005,2006,1,1,1,1,1,11.0,1,1,1,1,16,1129,1145,1145,0,1145,2,0,2,1,1,5,1,1,1,2005.0,3,2,397,100,16,0,9,2009,160200
791,791,80,1978.5061638868744,11333,6,5,1976,1976,1,1,4,4,2,0.0,1,1,1,4,539,490,1029,1062,0,1062,1,0,3,1,2,5,1,2,1,1976.0,1,2,539,120,0,0,5,2007,146800
792,792,60,92.0,9920,7,5,1996,1997,1,1,2,2,2,0.0,1,1,1,4,862,255,1117,1127,886,2013,2,1,3,1,2,8,1,1,1,1997.0,2,2,455,180,130,0,6,2007,269790
793,793,20,76.0,9158,8,5,2007,2007,1,1,7,7,3,140.0,1,1,1,4,0,1496,1496,1496,0,1496,2,0,3,1,1,7,1,0,1,2007.0,3,2,474,168,130,0,6,2007,225000
794,794,60,1978.5061638868744,10832,7,5,1994,1996,1,1,2,2,2,0.0,1,1,1,1,0,712,712,1086,809,1895,2,1,3,1,1,7,1,1,1,1994.0,3,2,409,143,46,0,10,2008,194500
795,795,60,70.0,8400,6,6,1980,1981,1,1,4,4,1,130.0,2,1,1,1,0,650,650,888,676,1564,2,1,3,1,2,7,1,1,1,1980.0,2,2,476,0,50,0,4,2010,171000
796,796,20,71.0,8197,6,5,1977,1977,1,1,8,5,1,148.0,2,2,1,1,0,660,660,1285,0,1285,1,1,3,1,2,7,1,1,1,1977.0,1,2,528,138,0,0,4,2007,143500
797,797,20,57.0,7677,5,5,1953,1953,1,1,1,1,2,0.0,2,2,1,1,570,203,773,773,0,773,1,0,2,1,2,4,1,0,1,1953.0,2,1,240,0,0,0,4,2008,110000
798,798,60,104.0,13518,9,5,2008,2009,2,1,1,1,3,860.0,1,3,1,1,0,1926,1926,1966,1174,3140,3,1,4,1,3,11,1,2,3,2009.0,3,3,820,144,78,0,7,2009,485000
799,799,50,60.0,7200,5,7,1937,1950,1,1,3,6,1,252.0,3,1,1,1,569,162,731,981,787,1768,1,1,3,1,1,7,1,2,2,1939.0,2,1,240,0,0,264,6,2007,175000
800,800,60,79.0,12798,6,5,1997,1997,1,1,1,1,2,0.0,1,1,1,2,462,154,616,616,1072,1688,2,1,4,1,1,8,1,0,1,1997.0,1,2,603,403,114,185,5,2008,200000
801,801,30,40.0,4800,4,7,1916,1990,1,1,2,2,2,0.0,2,2,1,1,197,999,1196,1196,0,1196,1,0,2,1,2,5,1,0,2,1957.0,2,2,440,0,0,0,7,2007,109900
802,802,60,63.0,8199,7,5,2005,2005,1,1,6,3,2,0.0,1,1,1,4,648,80,728,728,728,1456,2,1,3,1,1,7,1,1,1,2005.0,3,2,410,36,18,0,10,2008,189000
803,803,60,107.0,13891,9,5,2008,2009,2,1,1,1,3,424.0,1,3,1,2,0,1734,1734,1734,1088,2822,3,1,4,1,3,12,1,1,3,2009.0,1,3,1020,52,170,0,1,2009,582933
804,804,20,75.0,9000,5,5,1954,1954,1,1,3,6,2,0.0,2,2,1,1,812,124,936,1128,0,1128,1,0,2,1,2,5,2,0,1,1954.0,2,1,286,0,0,0,6,2006,118000
805,805,20,91.0,12274,7,5,2008,2008,1,1,1,1,3,256.0,1,1,1,1,0,1417,1417,1428,0,1428,2,0,3,1,3,6,1,0,1,2008.0,1,2,554,0,60,0,7,2008,227680
806,806,80,75.0,9750,5,5,1967,1967,1,1,1,1,2,0.0,1,2,1,4,400,100,980,980,0,980,2,0,3,1,2,6,1,0,1,1967.0,3,1,384,68,0,0,10,2006,135500
807,807,70,144.0,21384,5,6,1923,2004,1,1,3,6,2,0.0,2,2,1,2,1309,15,1324,1072,504,1576,1,1,3,1,1,6,1,1,1,1923.0,1,2,528,0,312,0,5,2009,223500
808,808,80,85.0,13400,5,5,1966,1966,1,1,1,1,1,1047.0,2,2,1,4,516,380,1024,1086,0,1086,1,0,3,1,2,6,1,1,1,1966.0,1,2,484,0,0,0,6,2006,159950
809,809,75,90.0,8100,5,5,1898,1965,2,1,9,10,2,0.0,1,2,1,1,0,849,849,1075,1063,2138,2,0,2,3,2,11,1,0,2,1910.0,2,2,360,40,156,0,11,2009,106000
810,810,20,78.0,10140,6,6,1974,1999,2,1,4,4,1,99.0,2,2,1,1,663,0,1040,1309,0,1309,1,1,3,1,1,5,1,1,1,1974.0,1,2,484,265,0,0,1,2006,181000
811,811,120,1978.5061638868744,4438,6,5,2004,2004,1,1,1,1,1,169.0,1,1,1,2,662,186,848,848,0,848,1,0,1,1,1,4,1,1,1,2004.0,3,2,420,140,0,0,6,2008,144500
812,812,20,66.0,8712,5,5,1952,1952,2,1,3,6,2,0.0,2,2,1,4,0,540,540,1044,0,1044,1,0,2,1,4,4,1,0,6,1952.0,2,2,504,0,0,0,6,2010,55993
813,813,20,75.0,9750,6,6,1958,1958,1,1,2,2,1,243.0,2,2,1,1,608,834,1442,1442,0,1442,1,1,4,1,2,7,1,0,1,1958.0,1,1,301,0,0,275,4,2007,157900
814,814,50,45.0,8248,5,7,1918,1950,1,1,10,9,2,0.0,3,2,1,1,0,686,686,686,564,1250,1,1,3,1,4,7,1,0,2,1955.0,2,1,280,207,0,96,7,2006,116000
815,815,20,48.0,12137,7,5,1998,1998,1,1,1,1,1,442.0,1,1,1,1,0,1649,1649,1661,0,1661,2,0,3,1,1,6,1,0,1,1998.0,1,2,598,0,34,0,5,2010,224900
816,816,20,1978.5061638868744,11425,5,6,1954,1954,1,1,5,8,2,0.0,2,2,1,1,486,522,1008,1008,0,1008,1,0,2,1,2,4,1,1,1,1954.0,1,1,275,0,0,120,7,2006,137000
817,817,20,1978.5061638868744,13265,8,5,2002,2002,2,1,7,7,1,148.0,1,1,1,1,1218,350,1568,1689,0,1689,2,0,3,1,1,7,1,2,1,2002.0,1,3,857,150,59,0,7,2008,271000
818,818,80,80.0,8816,6,7,1971,1971,1,1,4,4,1,80.0,2,2,1,4,504,506,1010,1052,0,1052,1,0,3,1,2,6,1,0,1,1971.0,2,2,440,0,0,0,6,2010,155000
819,819,120,44.0,6371,7,5,2009,2010,1,1,1,1,3,128.0,1,1,1,3,733,625,1358,1358,0,1358,2,0,2,1,1,6,1,1,1,2010.0,1,2,484,192,35,0,6,2010,224000
820,820,60,72.0,7226,7,5,2003,2003,1,1,1,1,2,0.0,1,1,1,1,0,798,798,798,842,1640,2,1,3,1,1,6,1,0,1,2003.0,1,2,595,0,45,0,6,2008,183000
821,821,20,60.0,6000,4,4,1953,1953,1,1,2,2,2,0.0,2,5,1,1,0,936,936,936,0,936,1,0,2,1,2,4,4,0,2,1974.0,2,2,576,0,32,112,2,2009,93000
822,822,60,1978.5061638868744,12394,7,5,2003,2003,1,1,1,1,2,0.0,1,1,1,2,0,847,847,847,886,1733,2,1,3,1,1,7,1,1,3,2003.0,3,2,433,100,48,0,10,2007,225000
823,823,50,60.0,9900,6,7,1940,1950,1,1,1,1,2,0.0,3,2,1,1,0,778,778,944,545,1489,2,0,3,1,2,7,1,1,2,1940.0,2,1,240,335,0,0,7,2009,139500
824,824,20,81.0,11216,8,5,2006,2006,1,1,1,1,2,0.0,1,1,2,1,0,1489,1489,1489,0,1489,2,0,3,1,1,7,1,1,1,2006.0,1,2,776,0,140,0,6,2006,232600
825,825,20,114.0,14803,10,5,2007,2008,2,1,7,7,1,816.0,1,3,1,4,1636,442,2078,2084,0,2084,2,0,2,1,3,7,1,1,1,2007.0,3,3,1220,188,45,0,6,2008,385000
826,826,45,50.0,6130,5,6,1924,1950,1,1,2,2,2,0.0,3,2,1,1,784,0,784,784,0,784,1,0,2,1,1,5,1,0,5,1978.5061638868744,4,0,0,0,0,116,5,2008,109500
827,827,20,65.0,8529,7,5,2001,2001,1,1,1,1,2,0.0,1,1,1,1,20,1434,1454,1434,0,1434,2,0,3,1,1,6,1,1,1,2001.0,1,2,527,290,39,0,4,2009,189000
828,828,60,1978.5061638868744,28698,5,5,1967,1967,5,6,8,5,2,0.0,1,2,2,2,249,0,1013,1160,966,2126,2,1,3,1,2,7,4,0,1,1967.0,3,2,538,486,0,0,6,2009,185000
829,829,160,24.0,2544,7,5,2005,2005,1,1,2,2,2,0.0,1,1,1,1,0,600,600,520,623,1223,2,1,2,1,1,4,1,0,2,2005.0,1,2,480,0,166,0,7,2006,147400
830,830,20,80.0,11900,6,5,1957,1957,1,1,4,4,1,387.0,2,2,1,1,1040,352,1392,1392,0,1392,1,1,3,1,2,6,1,2,1,1957.0,1,2,458,0,0,0,6,2008,166000
831,831,160,30.0,3180,7,5,2005,2005,1,1,2,2,2,0.0,1,1,1,1,0,600,600,520,600,1200,2,1,2,1,1,4,1,0,2,2005.0,1,2,480,0,166,0,6,2006,151000
832,832,60,44.0,9548,7,6,2003,2003,1,1,1,1,1,223.0,1,1,1,1,483,458,941,941,888,1829,2,1,3,1,1,7,1,1,1,2003.0,1,2,613,192,39,0,1,2010,237000
833,833,20,100.0,10004,6,6,1964,1964,1,1,4,5,1,180.0,2,2,1,1,196,975,1516,1516,0,1516,1,1,3,1,2,6,1,0,1,1964.0,1,2,472,0,0,0,2,2009,167000
834,834,20,75.0,7875,5,6,1961,1961,1,1,1,1,1,136.0,2,2,1,1,572,572,1144,1144,0,1144,1,0,3,1,2,6,1,0,1,1961.0,2,2,456,0,0,0,9,2008,139950
835,835,20,60.0,9600,4,7,1950,1995,1,1,1,4,2,0.0,2,1,1,1,442,625,1067,1067,0,1067,2,0,2,1,1,4,4,0,1,1996.0,2,2,436,290,0,0,2,2010,128000
836,836,30,90.0,8100,5,6,1948,1973,1,1,1,1,2,0.0,3,2,1,1,338,1221,1559,1559,0,1559,1,0,2,1,2,5,4,0,2,1948.0,2,2,812,0,116,230,6,2007,153500
837,837,160,21.0,1680,6,5,1973,1973,1,1,4,4,1,158.0,2,2,1,1,330,153,483,483,504,987,1,1,2,1,2,5,1,0,2,1973.0,2,1,264,0,0,0,11,2008,100000
838,838,20,75.0,9525,5,6,1995,2006,1,1,1,1,2,0.0,1,1,1,1,0,1099,1099,1099,0,1099,1,1,3,1,1,6,1,0,1,1999.0,2,1,352,278,0,0,6,2008,144000
839,839,50,70.0,11767,5,6,1946,1995,1,1,2,2,2,0.0,2,2,1,1,352,416,768,768,432,1200,1,0,3,1,2,6,1,0,2,1946.0,2,1,240,0,0,0,5,2008,130500
840,840,70,1978.5061638868744,12155,6,8,1925,1950,1,1,3,6,2,0.0,3,2,1,1,156,516,672,810,672,1482,2,0,4,1,4,7,1,0,2,1934.0,2,1,400,0,0,254,3,2008,140000
841,841,70,60.0,10440,5,8,1904,2002,1,1,2,2,2,0.0,1,2,1,1,0,650,650,958,581,1539,2,0,3,1,1,8,1,1,2,1983.0,2,2,686,70,78,68,6,2008,157500
842,842,80,82.0,9020,6,7,1966,1966,1,1,4,4,1,183.0,2,2,1,2,312,276,1127,1165,0,1165,1,1,3,1,2,6,1,0,1,1966.0,1,2,490,0,129,0,5,2008,174900
843,843,90,80.0,8000,5,4,1961,1961,1,1,5,8,2,0.0,2,2,1,1,0,1800,1800,1800,0,1800,2,0,6,2,2,10,1,0,5,1978.5061638868744,4,0,0,0,0,0,7,2007,141000
844,844,50,100.0,12665,5,8,1915,1950,1,1,3,6,2,0.0,3,2,1,3,0,876,876,876,540,1416,1,1,4,1,2,7,1,1,2,1949.0,2,3,720,418,0,194,6,2008,153900
845,845,85,1978.5061638868744,16647,5,5,1975,1981,1,1,4,4,2,0.0,2,1,1,2,1390,0,1390,1701,0,1701,2,0,3,1,2,6,4,2,6,1975.0,3,2,611,0,0,0,1,2007,171000
846,846,60,75.0,9317,7,5,1993,1993,1,1,4,4,1,137.0,1,1,1,1,513,227,740,1006,769,1775,2,1,3,1,1,7,1,1,1,1993.0,2,2,425,234,72,192,7,2009,213000
847,847,20,36.0,15523,5,6,1972,1972,1,1,4,5,2,0.0,2,2,1,4,460,404,864,864,0,864,1,0,3,1,2,5,1,1,1,1972.0,2,1,338,0,0,0,8,2009,133500
848,848,50,75.0,45600,6,8,1908,1997,1,1,3,6,2,0.0,3,2,1,1,0,907,907,1307,1051,2358,3,0,5,1,2,10,1,1,2,1908.0,2,2,360,486,40,0,9,2008,240000
849,849,80,80.0,9600,6,7,1976,1994,2,1,8,5,1,360.0,2,2,1,1,0,528,528,1094,761,1855,2,1,3,1,2,7,1,1,1,1976.0,1,2,512,113,100,0,8,2007,187000
850,850,120,36.0,4435,6,5,2003,2003,1,1,1,1,1,170.0,1,1,1,4,659,189,848,848,0,848,1,0,1,1,1,3,1,0,1,2003.0,3,2,420,140,0,0,11,2007,131500
851,851,120,1978.5061638868744,3196,8,5,2003,2003,1,1,1,1,1,40.0,1,1,1,2,0,1273,1273,1456,0,1456,2,0,2,1,1,7,1,1,1,2003.0,3,2,400,143,20,0,5,2006,215000
852,852,75,53.0,7128,7,5,1941,1950,1,1,2,2,2,0.0,2,2,1,1,364,554,918,918,728,1646,2,0,4,1,2,7,1,2,2,1941.0,2,1,240,0,0,0,8,2007,164000
853,853,80,1978.5061638868744,12095,6,6,1964,1964,1,1,2,4,1,115.0,2,2,1,2,564,563,1127,1445,0,1445,1,1,3,1,2,7,1,1,1,1964.0,1,2,645,180,0,0,8,2009,158000
854,854,20,102.0,17920,5,4,1955,1974,2,1,3,5,2,0.0,2,2,1,3,306,372,1763,1779,0,1779,1,1,3,1,2,6,1,1,1,1955.0,2,2,454,0,418,0,7,2006,170000
855,855,20,1978.5061638868744,6897,5,8,1962,2010,1,1,4,4,2,0.0,2,2,1,1,659,381,1040,1040,0,1040,1,1,3,1,2,6,1,0,2,1962.0,2,1,260,0,104,0,4,2010,127000
