,SalePrice,OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd
957,132000,5,1057,2,576,1057,1057,1,6,1962,1962
958,185000,7,1337,2,531,1337,1337,2,6,2003,2003
959,155000,7,1416,2,484,696,696,2,6,1999,1999
960,116500,5,858,0,0,858,858,1,4,1958,2008
961,272000,6,2872,2,619,1330,1542,2,11,1977,1995
962,155000,6,1548,2,440,804,804,2,7,1976,1976
963,239000,9,1800,2,702,1800,1800,2,7,2007,2007
964,214900,7,1894,2,510,817,824,2,8,2002,2003
965,178900,6,1484,2,393,783,783,2,8,2005,2007
966,160000,5,1308,1,256,728,976,1,7,1940,1950
967,135000,5,1098,1,260,1098,1098,1,6,1955,1955
968,37900,3,968,0,0,600,600,1,6,1910,1950
969,140000,6,1095,1,264,588,1095,1,6,1958,1958
970,135000,4,1192,0,0,720,720,1,6,1949,1950
971,173000,7,1626,2,474,764,764,2,6,2003,2004
972,99500,6,918,1,264,918,918,2,5,1979,1979
973,182000,7,1428,2,480,1428,1428,2,6,2007,2008
974,167500,7,2019,2,532,728,1136,1,8,1910,1993
975,165000,7,1382,2,490,673,673,2,6,2000,2000
976,85500,4,869,0,0,440,869,1,4,1923,1958
977,199900,7,1241,2,569,1241,1241,1,4,2006,2007
978,110000,4,894,2,400,894,894,1,5,1954,1954
979,139000,5,1121,2,480,1121,1121,1,5,1963,1963
980,178400,7,999,2,588,944,999,1,6,1961,2007
981,336000,8,2612,3,676,1225,1276,2,8,1998,1999
982,159895,7,1266,2,388,1266,1266,2,6,2007,2007
983,255900,8,2290,2,779,1128,1149,2,9,2002,2002
984,126000,5,1734,2,539,0,1302,2,8,1977,1977
985,125000,5,1164,1,240,1164,1164,1,5,1950,1950
986,117000,6,1635,1,255,485,1001,1,5,1910,2003
987,395192,9,1940,3,606,1930,1940,2,8,2009,2010
988,195000,6,2030,2,551,848,1118,2,8,1976,1976
989,197000,7,1576,2,614,770,778,2,6,2006,2006
990,348000,8,2392,3,870,1396,1407,2,7,1997,1998
991,168000,8,1742,2,424,916,916,1,8,1882,1986
992,187000,6,1851,2,440,822,1020,2,7,1964,1993
993,173900,6,1500,2,564,750,750,2,6,2005,2006
994,337500,10,1718,3,786,1700,1718,2,7,2006,2007
995,121600,4,1230,1,305,747,774,1,5,1946,1950
996,136500,5,1050,1,368,1050,1050,1,6,1961,1961
997,185000,6,1442,2,615,1442,1442,2,6,1970,1970
998,91000,3,1077,1,210,1007,1077,1,6,1922,1950
999,206000,7,1208,2,632,1187,1208,2,6,2006,2006
1000,82000,3,944,2,528,0,944,1,4,1952,1952
1001,86000,5,691,1,216,691,691,1,4,1920,1950
1002,232000,8,1574,3,824,1574,1574,2,7,2006,2006
1003,136905,5,1680,2,528,1680,1680,2,8,1976,1976
1004,181000,7,1504,2,457,1346,1504,2,7,2005,2006
1005,149900,5,985,1,328,985,985,2,6,1977,1977
1006,163500,6,1657,2,484,1657,1657,2,7,1970,1970
1007,88000,4,1092,1,286,546,546,1,6,1970,1970
1008,240000,7,1710,2,550,1710,1710,2,7,2004,2005
1009,102000,5,1522,0,0,1008,1008,2,7,1926,1950
1010,135000,5,1271,1,312,720,720,2,7,1948,1950
1011,100000,5,1664,0,0,0,1664,2,8,1965,1965
1012,165000,6,1502,1,180,602,900,1,7,1923,1996
1013,85000,5,1022,1,280,1022,1022,1,4,1910,2006
1014,119200,6,1082,1,240,1082,1082,1,5,1948,1950
1015,227000,8,1665,2,528,810,810,2,6,2001,2001
1016,203000,7,1504,2,478,1504,1504,2,6,1996,1996
1017,187500,8,1360,2,565,1220,1360,1,4,1984,1984
1018,160000,7,1472,2,402,384,802,2,7,1991,1992
1019,213490,7,1506,2,440,1362,1506,2,6,2005,2005
1020,176000,4,1132,2,451,1132,1132,1,5,2005,2005
1021,194000,7,1220,2,632,1199,1220,2,6,2006,2006
1022,87000,5,1248,1,160,912,912,1,6,1930,1950
1023,191000,7,1504,2,437,1346,1504,2,7,2005,2006
1024,287000,8,2898,2,665,1565,2898,2,10,1976,1976
1025,112500,5,882,2,461,882,882,1,5,1972,1972
1026,167500,5,1264,2,461,1268,1264,1,6,1960,1960
1027,293077,8,1646,3,800,1638,1646,2,7,2007,2008
1028,105000,5,1376,1,240,768,968,1,6,1941,1950
1029,118000,6,1218,1,264,672,672,1,7,1972,1972
1030,160000,5,1928,0,0,686,948,2,10,1916,1995
1031,197000,7,3082,2,672,824,1687,2,12,1920,1970
1032,310000,8,2520,3,796,1338,1352,2,10,1993,1993
1033,230000,7,1654,3,900,1654,1654,2,6,2002,2002
1034,119750,5,954,1,240,920,954,1,5,1938,1950
1035,84000,4,845,1,290,0,845,1,5,1957,1957
1036,315500,9,1620,3,912,1620,1620,2,6,2007,2008
1037,287000,8,2263,2,905,1055,1055,2,7,2001,2002
1038,97000,4,1344,0,0,546,798,1,6,1970,2008
1039,80000,4,630,1,286,630,630,1,3,1970,1970
1040,155000,5,1803,2,484,1134,1803,2,8,1957,2000
1041,173000,6,1632,2,484,800,800,1,7,1966,2000
1042,196000,6,1306,2,624,1306,1306,2,5,2005,2005
1043,262280,7,2329,2,514,1475,1532,2,10,1990,1990
1044,278000,8,2524,2,542,2524,2524,2,9,1981,1981
1045,139600,3,1733,2,452,0,1733,2,8,1955,1955
1046,556581,9,2868,3,716,1992,1992,3,11,2005,2006
1047,145000,5,990,2,672,990,990,1,5,1994,1995
1048,115000,5,1771,2,336,0,1771,1,9,1960,2006
1049,84900,4,930,1,308,0,930,1,6,1946,2006
1050,176485,7,1302,2,436,1302,1302,2,6,2007,2007
1051,200141,7,1316,2,440,1316,1316,2,6,2007,2007
1052,165000,6,1977,2,540,816,1127,1,9,1964,1978
1053,144500,5,1526,1,364,1216,1526,1,7,1957,2002
1054,255000,8,1989,2,586,1065,1091,2,7,2002,2002
1055,180000,6,1523,2,478,1193,1523,2,7,1976,1976
1056,185850,7,1364,2,484,1364,1364,2,6,2005,2005
1057,248000,7,1850,2,467,973,979,2,7,1994,1994
1058,335000,9,2184,3,836,1104,1130,2,10,2008,2008
1059,220000,6,1991,2,432,854,1096,1,7,1932,1950
1060,213500,8,1338,2,582,1338,1338,2,6,2001,2001
1061,81000,3,894,3,1248,894,894,1,6,1935,1950
1062,90000,5,2337,2,560,662,1422,2,10,1900,1950
1063,110500,6,1103,2,440,1103,1103,1,5,1925,1980
1064,154000,5,1154,2,480,1154,1154,1,6,1966,1966
1065,328000,7,2260,2,533,1306,1306,2,7,1996,1997
1066,178000,6,1571,2,380,799,799,2,7,1993,1994
1067,167900,6,1611,2,442,780,798,1,7,1964,1964
1068,151400,6,2521,2,576,942,1291,2,10,1973,1973
1069,135000,5,893,2,576,845,893,1,4,1949,2003
1070,135000,5,1048,1,286,1048,1048,1,6,1956,1956
1071,154000,6,1556,2,441,727,829,1,8,1968,1968
1072,91500,5,1456,1,280,810,1002,1,7,1948,1950
1073,159500,6,1426,2,440,690,698,1,6,1977,1977
1074,194000,7,1240,3,826,1240,1240,2,5,2006,2006
1075,219500,7,1740,1,240,800,960,1,6,1940,1984
1076,170000,5,1466,2,566,796,1096,2,7,1936,1989
1077,138800,5,1096,1,299,1096,1096,1,6,1969,1969
1078,155900,6,848,2,420,848,848,1,3,2004,2004
1079,126000,5,990,1,299,990,990,1,5,1994,1994
1080,145000,6,1258,2,528,1258,1258,2,5,1971,2004
1081,133000,5,1040,1,308,1040,1040,1,5,1963,1963
1082,192000,7,1459,2,527,1459,1459,2,6,2002,2002
1083,160000,6,1251,1,461,1251,1251,1,6,1964,1964
1084,187500,6,1498,2,409,691,691,2,6,1995,1996
1085,147000,6,996,2,564,936,996,1,5,1992,1992
1086,83500,4,1092,1,286,546,546,1,6,1973,1973
1087,252000,8,1953,3,1043,1082,1082,2,9,2005,2006
1088,137500,7,1709,2,380,970,970,2,7,2004,2004
1089,197000,8,1247,2,550,1247,1247,1,4,2005,2005
1090,92900,3,1040,2,400,0,1040,2,6,1950,1950
1091,160000,7,1252,2,462,600,624,2,4,1999,2000
1092,136500,6,1694,2,576,1181,1390,2,7,1925,1950
1093,146000,5,1200,2,884,864,1200,1,6,1965,1998
1094,129000,5,936,1,308,936,936,1,4,1956,2000
1095,176432,6,1314,2,440,1314,1314,2,6,2006,2006
1096,127000,6,1355,0,0,684,773,1,7,1914,2006
1097,170000,8,1088,2,461,1074,1088,1,5,1986,1986
1098,128000,4,1324,1,240,672,757,1,6,1936,1950
1099,157000,7,1601,2,478,1271,1601,2,7,1978,1978
1100,60000,2,438,1,246,290,438,1,3,1920,1950
1101,119500,5,950,1,280,950,950,1,5,1971,1971
1102,135000,5,1134,1,254,1010,1134,1,6,1960,2002
1103,159500,6,1194,2,539,655,1194,1,6,1959,1959
1104,106000,5,1302,2,440,630,630,2,6,1970,1970
1105,325000,8,2622,2,712,1463,1500,2,9,1994,1995
1106,179900,7,1442,2,719,910,1442,2,6,1990,1991
1107,274725,7,2021,2,422,868,887,2,9,2006,2006
1108,181000,6,1690,2,463,924,948,2,7,2000,2000
1109,280000,8,1836,3,862,1836,1836,2,7,2004,2005
1110,188000,6,1658,2,431,773,773,2,8,1995,1996
1111,205000,7,1964,2,483,803,1098,2,8,1976,1976
1112,129900,5,816,1,308,816,816,1,5,1957,1957
1113,134500,5,1008,1,240,1008,1008,1,6,1953,2006
1114,117000,5,833,1,326,833,833,1,4,1954,2000
1115,318000,8,1734,3,928,1734,1734,2,7,2007,2007
1116,184100,8,1419,2,527,408,779,2,7,2002,2002
1117,130000,5,894,2,450,894,894,1,5,1967,2003
1118,140000,5,1601,1,300,533,1021,1,6,1958,1987
1119,133700,5,1040,1,286,1040,1040,1,6,1959,1959
1120,118400,6,1012,1,308,1012,1012,1,6,1920,1950
1121,212900,7,1552,3,782,1552,1552,2,7,2005,2006
1122,112000,4,960,1,288,672,960,1,5,1956,1956
1123,118000,5,698,0,0,698,698,1,4,1947,2008
1124,163900,7,1482,2,392,384,812,2,7,1992,1992
1125,115000,4,1005,2,672,1005,1005,1,5,1955,1955
1126,174000,7,1555,3,660,1373,1555,2,7,2007,2007
1127,259000,7,1530,3,630,1530,1530,2,7,2004,2004
1128,215000,7,1959,2,434,847,847,2,8,2004,2005
1129,140000,5,936,2,672,936,936,1,4,1980,1980
1130,135000,4,1981,2,576,1122,1328,2,7,1928,1950
1131,93500,5,974,0,0,974,974,1,5,1991,1992
1132,117500,6,2210,1,205,1008,1178,2,8,1880,1950
1133,239500,8,2020,2,466,1128,1142,2,8,1995,1995
1134,169000,6,1600,2,460,916,916,2,7,1997,1997
1135,102000,6,986,1,180,960,986,1,5,1926,1950
1136,119000,6,1252,1,288,1032,1032,1,6,1950,1950
1137,94000,5,1020,0,0,780,780,1,6,1875,1996
1138,196000,6,1567,2,714,1567,1567,2,5,1977,1977
1139,144000,5,1167,2,495,915,1167,1,6,1920,1950
1140,139000,5,952,2,840,952,952,1,4,1951,1951
1141,197500,5,1868,2,484,780,1088,2,9,1976,1976
1142,424870,8,2828,3,1052,1466,1466,3,11,2006,2007
1143,80000,5,1006,0,0,1006,1006,1,5,1959,1959
1144,80000,4,924,1,280,672,672,1,5,1941,1950
1145,149000,5,1576,1,225,1042,1042,1,8,1928,1950
1146,180000,6,1298,2,403,1298,1298,2,5,1985,1985
1147,174500,7,1564,1,234,704,860,1,7,1941,1950
1148,116900,7,1111,1,288,572,572,1,5,1926,1950
1149,143000,7,1482,2,324,650,832,1,7,1920,1988
1150,124000,6,932,1,306,932,932,1,4,1950,1950
1151,149900,5,1466,2,528,1466,1466,1,6,1959,1959
1152,230000,6,1811,2,470,1073,1811,1,6,1956,2004
1153,120500,6,816,1,432,816,816,1,5,1930,2007
1154,201800,7,1820,2,492,864,902,1,8,1965,1988
1155,218000,5,1437,2,528,1437,1437,2,6,1976,2004
1156,179900,5,1265,2,502,1219,1265,2,6,1965,1999
1157,230000,7,1314,2,626,1314,1314,2,6,2007,2008
1158,235128,8,1580,3,830,1580,1580,2,7,2007,2008
1159,185000,6,1876,2,540,901,943,2,8,1974,1974
1160,146000,6,1456,2,440,855,855,2,7,1978,1978
1161,224000,6,1640,2,924,1296,1640,1,7,1954,2006
1162,129000,5,894,2,450,894,894,1,5,1968,1968
1163,108959,4,1258,2,400,1198,1258,0,6,1969,1969
1164,194000,5,1432,2,588,1360,1432,1,5,1978,1978
1165,233170,7,1502,2,644,1502,1502,2,7,2009,2009
1166,245350,8,1694,3,776,1694,1694,2,7,2008,2008
1167,173000,6,1671,2,472,959,959,2,7,2000,2000
1168,235000,6,2108,2,540,1127,1236,2,7,1935,1986
1169,625000,10,3627,3,807,1930,1831,3,10,1995,1996
1170,171000,6,1118,1,358,1096,1118,1,6,1977,1977
1171,163000,6,1261,2,433,1261,1261,1,6,1958,1958
1172,171900,7,1250,2,625,625,625,2,5,2006,2007
1173,200500,5,3086,0,0,1598,1636,3,12,1946,1994
1174,239000,6,2345,2,360,952,1170,2,9,1932,1950
1175,285000,8,2872,2,541,1683,2129,2,9,1992,2000
1176,119500,5,923,1,264,876,923,1,5,1984,1985
1177,115000,6,1224,1,210,818,818,1,5,1926,2004
1178,154900,5,1343,1,186,731,820,1,7,1921,1950
1179,93000,5,1124,0,0,0,1124,1,5,1954,1954
1180,250000,7,2514,2,693,1216,1298,2,8,1990,1991
1181,392500,8,1652,2,482,1600,1652,2,5,2008,2008
1182,745000,10,4476,3,813,2396,2411,3,10,1996,1996
1183,120000,5,1130,2,720,1120,1130,1,5,1920,1950
1184,186700,5,1572,3,995,1572,1572,1,5,1963,1963
1185,104900,5,1221,1,392,784,949,1,7,1924,1950
1186,95000,3,1699,2,420,978,1014,2,7,1900,1970
1187,262000,8,1624,3,757,1624,1624,2,5,1994,1995
1188,195000,7,1660,2,493,831,831,2,7,2002,2002
1189,189000,7,1804,2,442,994,1028,2,7,1999,1999
1190,168000,4,1622,4,1356,1249,1622,1,7,1961,1975
1191,174000,8,1441,2,492,776,764,2,5,1999,2000
1192,125000,5,1472,1,250,702,842,1,6,1925,1994
1193,165000,6,1224,2,402,1224,1224,2,5,1999,1999
1194,158000,6,1352,1,299,663,663,1,7,1969,1969
1195,176000,6,1456,2,400,728,728,2,8,2005,2005
1196,219210,7,1863,3,660,879,879,2,9,2006,2006
1197,144000,7,1690,1,225,815,815,1,7,1916,1950
1198,178000,7,1212,2,573,1212,1212,2,6,2001,2001
1199,148000,4,1382,2,459,1051,1382,1,6,1963,1979
1200,116050,4,864,1,280,864,864,1,5,1970,1970
1201,197900,7,1779,2,546,866,866,2,6,1998,1998
1202,117000,5,1348,1,216,884,884,1,5,1925,1997
1203,213000,7,1630,2,451,1630,1630,2,6,2000,2001
1204,153500,5,1074,2,495,1056,1074,1,6,1975,1975
1205,271900,7,2196,3,701,2158,2196,2,7,1990,1991
1206,107000,4,1056,1,384,1056,1056,1,5,1966,1966
1207,200000,6,1700,2,544,1682,1700,2,7,2003,2003
1208,140000,5,1283,2,506,931,1283,1,6,1962,1980
1209,290000,8,1660,2,500,1660,1660,2,8,2006,2006
1210,189000,6,1845,2,462,1055,1055,2,8,1992,1992
1211,164000,8,1752,2,492,559,1080,2,8,1988,2005
1212,113000,4,672,1,234,672,672,1,4,1941,1950
1213,145000,4,960,1,364,648,960,0,3,1965,2001
1214,134500,5,999,1,300,925,999,1,6,1962,1962
1215,125000,5,894,1,384,894,894,1,5,1966,1966
1216,112000,6,1902,2,539,0,1318,2,8,1978,1978
1217,229456,8,1314,2,552,1300,1314,2,6,2009,2009
1218,80500,4,912,0,0,0,672,1,3,1947,1950
1219,91500,6,1218,0,0,672,672,1,7,1971,1971
1220,115000,5,912,1,288,912,912,1,5,1964,1964
1221,134000,5,1211,1,322,952,1211,1,5,1968,1968
1222,143000,6,1846,1,315,1040,1168,2,7,1949,1950
1223,137900,5,2136,2,528,2136,2136,2,7,1951,1951
1224,184000,7,1490,2,388,788,788,2,8,2004,2005
1225,145000,6,1138,1,264,588,1138,1,6,1958,1958
1226,214000,6,1933,3,668,894,894,2,9,2007,2007
1227,147000,5,912,2,576,912,912,1,5,1965,2008
1228,367294,9,1702,3,1052,1702,1702,1,7,2008,2008
1229,127000,5,1507,1,404,1075,1507,2,7,1960,1960
1230,190000,5,2620,2,600,1361,1361,2,12,1977,1977
1231,132500,5,1190,2,540,1106,1190,1,6,1962,1962
1232,101800,4,1224,2,462,0,1224,2,6,1962,1962
1233,142000,5,1188,2,531,1188,1188,1,6,1959,1959
1234,130000,5,1964,0,0,940,1024,1,7,1911,1950
1235,138887,5,1784,1,180,747,892,1,9,1914,1950
1236,175500,7,1626,2,474,764,764,2,6,2003,2003
1237,195000,7,1948,2,434,847,847,2,8,2004,2005
1238,142500,6,1141,2,484,1141,1141,1,6,2005,2005
1239,265900,8,1484,2,472,1476,1484,2,6,2006,2006
1240,224900,7,1768,2,543,884,884,2,8,2003,2003
1241,248328,7,1689,3,954,1689,1689,2,7,2007,2007
1242,170000,7,1173,2,528,1053,1173,2,6,1974,1974
1243,465000,10,2076,3,850,2076,2076,2,7,2006,2006
1244,230000,8,1517,2,400,792,792,1,7,1929,1950
1245,178000,6,1868,2,477,585,1140,3,7,1984,2003
1246,186500,7,1553,2,615,756,756,2,6,2005,2006
1247,169900,6,1034,3,888,1012,1034,1,6,1976,1976
1248,129500,6,2058,2,396,735,1134,1,8,1917,1950
1249,119000,5,988,1,276,876,988,1,6,1950,1950
1250,244000,7,2110,2,522,2110,2110,2,8,1968,1968
1251,171750,7,1405,2,478,1405,1405,2,6,2003,2003
1252,130000,5,874,1,288,864,874,1,5,1968,1968
1253,294000,7,2167,2,518,1192,1516,2,9,1974,2003
1254,165400,7,1656,2,397,746,760,2,7,2003,2004
1255,127500,6,1367,1,560,884,959,1,6,1931,1950
1256,301500,8,1987,2,691,1986,1987,2,7,1994,1994
1257,99900,5,864,0,0,864,864,1,4,1922,1950
1258,190000,7,1166,2,400,856,1166,2,5,2005,2005
1259,151000,6,1054,2,460,1054,1054,1,6,1969,1969
1260,181000,6,1675,2,502,841,892,2,7,1999,1999
1261,128900,5,1050,1,338,1050,1050,1,5,1956,1956
1262,161500,4,1788,1,304,1104,1104,1,8,1957,1989
1263,180500,6,1824,2,520,764,1060,1,8,1919,1950
1264,181000,6,1337,2,511,1405,1337,2,5,1998,1999
1265,183900,7,1452,2,506,691,713,2,6,1999,1999
1266,122000,7,1889,1,308,925,964,1,9,1910,1950
1267,378500,9,2018,3,746,2002,2018,2,10,2008,2009
1268,381000,8,3447,3,1014,728,1968,3,11,1935,1997
1269,144000,5,1524,1,315,874,874,1,7,1958,1958
1270,260000,7,1524,2,586,1332,1332,0,4,1979,1979
1271,185750,6,1489,2,462,1489,1489,2,7,1968,1968
1272,137000,5,935,1,288,935,935,1,5,1965,1965
1273,177000,6,1357,1,312,1019,1357,1,5,1959,2006
1274,139000,5,1250,2,552,661,661,2,8,1910,2003
1275,137000,5,1920,2,400,928,928,2,10,1948,1950
1276,162000,6,1395,2,497,723,735,1,6,1972,1972
1277,197900,6,1724,2,480,1680,1724,1,7,1967,1976
1278,237000,8,2031,2,577,1128,1128,2,7,2002,2002
1279,68400,4,1128,2,528,698,698,1,6,1920,1950
1280,227000,7,1573,2,544,1573,1573,2,6,2002,2002
1281,180000,7,1339,2,484,1309,1339,2,6,1990,1990
1282,150500,5,1040,2,484,1040,1040,2,5,1977,2008
1283,139000,6,1824,0,0,912,912,2,8,1971,1971
1284,169000,6,2447,1,336,804,1699,2,10,1919,1990
1285,132500,6,1412,1,280,780,825,1,6,1939,1950
1286,143000,6,1328,2,528,1328,1328,1,6,1963,1963
1287,190000,5,1582,2,390,1624,1582,2,7,1964,1964
1288,278000,8,1659,2,499,1501,1659,2,5,2000,2000
1289,281000,8,1970,3,753,1085,1120,2,8,2006,2006
1290,180500,5,1152,2,484,1152,1152,1,6,1964,1964
1291,119500,5,1302,1,264,630,630,2,6,1972,1972
1292,107500,5,2372,1,432,994,1378,2,11,1892,1965
1293,162900,7,1664,2,528,832,832,2,8,1976,1976
1294,115000,5,864,2,572,864,864,1,5,1955,1990
1295,138500,5,1052,1,288,1052,1052,1,5,1968,1968
1296,155000,5,1128,2,525,1120,1128,2,6,1963,1963
1297,140000,6,1072,2,525,547,1072,2,5,2005,2006
1298,160000,10,5642,2,1418,6110,4692,2,12,2008,2008
1299,154000,5,1246,1,305,1246,1246,1,6,1959,1994
1300,225000,7,1983,2,490,978,1005,2,9,1999,1999
1301,177500,6,1494,1,213,771,753,1,7,1942,1950
1302,290000,8,2526,3,844,1165,1203,2,8,1994,1994
1303,232000,7,1616,3,834,1616,1616,2,7,2005,2005
1304,130000,7,1708,2,380,976,976,2,7,2004,2004
1305,325000,9,1652,2,840,1652,1652,2,6,2006,2007
1306,202500,7,1368,2,474,1368,1368,2,6,2005,2006
1307,138000,5,990,2,480,990,990,1,5,1994,1995
1308,147000,5,1122,2,528,924,1122,1,6,1948,2005
1309,179200,6,1294,2,496,1278,1294,2,6,1991,1991
1310,335000,7,1902,2,567,1902,1902,2,7,1959,2002
1311,203000,7,1274,2,508,1274,1274,2,6,2005,2007
1312,302000,8,2810,2,750,1453,1453,2,9,1990,1990
1313,333168,9,2599,3,779,1393,1422,2,10,1999,1999
1314,119000,4,948,1,280,948,948,1,5,1954,1954
1315,206900,6,2112,2,576,952,1092,2,9,1969,1969
1316,295493,8,1630,3,860,1622,1630,2,8,2008,2008
1317,208900,7,1352,2,466,1352,1352,2,5,2006,2007
1318,275000,8,1787,3,748,1753,1787,2,7,2001,2002
1319,111000,4,948,1,248,864,948,1,5,1954,1954
1320,156500,6,1478,2,442,1478,1478,1,6,1957,1957
1321,72500,3,720,1,287,0,720,1,4,1949,1950
1322,190000,7,1923,2,564,750,1061,2,8,1992,1992
1323,82500,4,708,0,0,420,708,1,5,1940,1950
1324,147000,8,1795,3,895,1795,1795,2,7,2006,2007
1325,55000,4,796,0,0,796,796,1,5,1922,1950
1326,79000,3,774,0,0,544,774,1,6,1931,2006
1327,130500,5,816,1,264,816,816,1,5,1982,2008
1328,256000,6,2792,2,520,1510,1584,2,8,1920,1950
1329,176500,7,1632,2,462,935,955,2,8,1998,1998
1330,227000,8,1588,3,825,1588,1588,2,7,2006,2006
1331,132500,5,954,2,576,911,954,1,6,1976,1976
1332,100000,4,816,1,288,816,816,1,3,1938,1958
1333,125500,5,1360,1,297,803,803,1,6,1938,1995
1334,125000,5,1365,2,440,765,765,1,7,1970,1970
1335,167900,6,1334,2,630,1350,1334,2,6,1977,1977
1336,135000,5,1656,2,506,1656,1656,2,8,1973,1973
1337,52500,4,693,0,0,693,693,1,4,1941,1950
1338,200000,7,1861,2,492,916,920,2,8,2002,2002
1339,128500,5,864,1,288,864,864,1,5,1972,1972
1340,123000,4,872,4,480,858,872,1,5,1971,1971
1341,155000,6,1114,2,576,1114,1114,1,6,2003,2004
1342,228500,8,2169,2,647,1284,1284,2,7,2002,2002
1343,177000,6,1913,2,342,896,1172,1,9,1928,1950
1344,155835,7,1456,2,440,728,728,2,8,2006,2006
1345,108500,4,960,1,308,960,960,1,5,1920,1950
1346,262500,7,2156,2,508,1568,2156,2,9,1968,2003
1347,283463,8,1776,3,712,1732,1776,2,7,2006,2007
1348,215000,7,1494,2,514,1482,1494,2,5,1998,1998
1349,122000,8,2358,0,0,684,938,2,8,1872,1987
1350,200000,5,2634,4,968,1248,1338,2,12,1969,1969
1351,171000,6,1716,2,490,858,858,1,8,1962,1962
1352,134900,6,1176,2,624,698,786,1,4,1937,2000
1353,410000,8,3238,3,666,2033,2053,2,9,1995,1996
1354,235000,7,1865,3,839,992,992,2,7,2000,2000
1355,170000,7,1920,2,487,570,1222,3,8,1968,1992
1356,110000,5,892,1,264,864,892,1,5,1966,1966
1357,149900,5,1078,2,500,1078,1078,1,6,1971,2008
1358,177500,6,1573,2,440,756,769,2,5,2000,2000
1359,315000,9,1980,3,770,1980,1980,2,8,2004,2005
1360,189000,5,2601,2,621,612,990,3,8,1921,1998
1361,260000,7,1530,2,430,1530,1530,2,7,2005,2005
1362,104900,4,1738,1,368,715,1281,2,7,1920,2007
1363,156932,6,1412,2,432,616,616,2,6,2006,2007
1364,144152,7,1200,2,480,600,520,2,4,2005,2005
1365,216000,7,1674,2,663,814,814,2,7,2000,2000
1366,193000,7,1790,2,588,873,882,2,7,1999,1999
1367,127000,5,1475,1,336,757,925,2,6,1977,1977
1368,144000,6,848,2,420,848,848,1,4,2003,2004
1369,232000,8,1668,2,502,1657,1668,2,8,2003,2003
1370,105000,4,1374,1,338,840,840,1,6,1920,1950
1371,165500,6,1661,1,377,992,1661,1,8,1955,1996
1372,274300,7,2097,2,583,1108,1108,2,8,1998,1998
1373,466500,10,2633,3,804,2633,2633,2,8,2001,2002
1374,250000,7,1958,3,936,1026,1026,2,9,2005,2005
1375,239000,8,1571,3,722,1571,1571,2,7,2007,2007
1376,91000,6,790,1,160,768,790,1,4,1930,1950
1377,117000,5,1604,2,660,984,984,2,6,1941,1960
1378,83000,6,987,1,264,483,483,1,5,1973,1973
1379,167500,5,1394,2,400,384,754,2,7,2006,2007
1380,58500,3,864,1,200,864,864,1,5,1914,1950
1381,237500,6,2117,2,550,1205,2117,2,7,1970,1970
1382,157000,7,1762,2,576,596,998,1,8,1920,1950
1383,112000,5,1416,2,576,816,1416,2,7,1918,2007
1384,105000,6,1258,1,280,560,698,1,6,1939,1950
1385,125500,4,1154,1,240,796,796,1,7,1922,2007
1386,250000,7,2784,2,564,1392,1392,3,12,1978,1978
1387,136000,6,2526,1,216,714,1664,2,10,1916,1950
1388,377500,9,1746,3,758,1746,1746,2,7,2006,2007
1389,131000,6,1218,2,440,735,869,1,6,1941,1950
1390,235000,7,1525,2,541,1525,1525,2,6,2000,2000
1391,124000,5,1584,3,792,1584,1584,2,8,1967,1967
1392,123000,5,900,1,288,864,900,1,6,1967,1967
1393,163000,6,1912,2,672,482,1221,2,7,1905,2000
1394,246578,7,1500,3,648,1356,1500,2,6,2006,2006
1395,281213,8,2482,3,642,1094,1133,2,9,2005,2006
1396,160000,5,1687,2,572,747,1687,1,7,1948,1950
1397,137500,5,1513,1,180,939,939,1,8,1920,2004
1398,138000,5,1904,1,240,1208,1136,1,7,1950,1982
1399,137450,6,1608,1,216,976,1160,2,7,1925,1990
1400,120000,6,1158,1,208,862,950,1,5,1929,1950
1401,193000,6,1593,2,398,839,864,2,8,2004,2004
1402,193879,7,1294,2,662,1286,1294,2,6,2006,2006
1403,282922,8,1464,3,754,1485,1464,2,6,2007,2007
1404,105000,3,1214,3,936,672,694,1,6,1915,1950
1405,275000,8,1646,2,482,1594,1646,2,5,2004,2005
1406,133000,5,768,2,396,768,768,1,5,1972,2007
1407,112000,5,833,0,0,833,833,1,5,1985,1985
1408,125500,4,1363,2,528,622,741,1,6,1910,1950
1409,215000,7,2093,2,542,791,1236,2,7,1986,1991
1410,230000,7,1840,2,622,944,944,2,6,2001,2001
1411,140000,6,1668,1,271,856,1112,1,6,1950,2005
1412,90000,4,1040,2,420,0,1040,2,6,1949,1950
1413,257000,8,1844,2,620,1844,1844,2,7,2005,2006
1414,207000,6,1848,2,370,833,1053,1,8,1923,2000
1415,175900,7,1569,3,660,1386,1569,2,7,2007,2007
1416,122500,4,2290,2,560,777,1246,2,11,1885,1950
1417,340000,8,2450,3,1069,1284,1310,2,7,1998,1998
1418,124000,5,1144,1,336,1144,1144,1,6,1963,1963
1419,223000,6,1844,2,540,1844,1844,2,7,1969,1969
1420,179900,6,1416,2,776,708,708,2,7,1968,1968
1421,127500,6,1069,2,440,1069,1069,2,4,1977,1977
1422,136500,6,848,2,420,848,848,1,3,2003,2003
