,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
693,694,30,1,60.0,5400,1,1,1,1,3,3,8,1,1,1,2,5,6,1921,1968,1,1,2,2,2,0.0,2,1,3,2,1,1,3,0,1,0,1073,1073,1,1,1,1,1073,0,0,1073,0,0,1,0,2,1,2,4,1,0,2,1968.0,2,1,326,1,1,1,0,0,112,0,0,0,0,12,2006,1,2,108480
694,695,50,2,51.0,6120,1,1,1,1,3,1,9,1,1,1,3,5,6,1936,1950,1,1,3,6,2,0.0,2,3,3,2,1,1,3,0,1,0,927,927,1,3,1,1,1067,472,0,1539,0,0,1,1,3,1,2,5,1,0,2,1995.0,2,2,576,1,1,1,112,0,0,0,0,0,0,4,2009,1,1,141500
695,696,20,1,54.0,13811,1,2,1,1,1,1,17,1,1,1,2,6,6,1987,1987,1,1,4,4,1,72.0,2,1,2,1,2,1,1,980,6,40,92,1112,1,2,1,1,1137,0,0,1137,1,0,2,0,2,1,1,5,1,1,1,1987.0,2,2,551,1,1,1,125,0,0,0,0,0,0,7,2006,1,1,176000
696,697,30,2,50.0,6000,1,1,1,1,1,1,9,1,1,1,2,5,7,1921,1950,1,1,3,3,2,0.0,2,1,2,2,1,1,7,616,1,0,0,616,1,2,1,1,616,0,0,616,0,0,1,0,2,1,2,4,1,0,2,1921.0,2,1,205,1,1,1,0,0,129,0,0,0,0,6,2006,1,1,89000
697,698,20,1,57.0,6420,1,2,1,1,1,1,16,1,1,1,2,5,7,1952,1952,1,1,3,6,2,0.0,2,1,1,3,2,3,7,210,4,551,219,980,1,4,1,3,1148,0,0,1148,0,1,1,0,2,1,2,6,1,0,2,1952.0,2,1,308,1,1,1,0,0,0,0,0,0,0,9,2006,1,1,123500
698,699,20,1,65.0,8450,1,1,1,1,1,1,10,5,1,1,2,5,8,1965,2009,1,1,2,2,2,0.0,2,2,2,2,1,1,1,553,2,117,224,894,1,1,1,1,894,0,0,894,1,0,1,0,3,1,2,5,1,1,2,1973.0,2,1,336,1,1,1,416,144,0,0,0,0,0,4,2010,1,1,138500
699,700,120,4,59.0,4282,1,3,1,1,1,1,6,1,1,4,2,7,5,2004,2004,1,1,2,2,2,0.0,1,1,1,1,1,3,1,16,1,0,1375,1391,1,1,1,1,1391,0,0,1391,0,0,2,0,2,1,1,5,1,0,1,2004.0,1,2,530,1,1,1,156,158,0,0,0,0,0,7,2008,1,1,196000
700,701,20,1,85.0,14331,1,1,1,1,1,1,17,1,1,1,2,8,5,2002,2002,2,1,1,1,1,630.0,1,1,1,3,1,2,1,1274,1,0,526,1800,1,1,1,1,1800,0,0,1800,1,0,2,0,3,1,1,7,1,1,1,2002.0,3,3,765,1,1,1,270,78,0,0,0,0,0,5,2006,1,1,312500
701,702,20,1,80.0,9600,1,1,1,1,1,1,7,1,1,1,2,7,5,1969,1969,2,1,4,4,1,168.0,2,1,2,2,1,1,3,0,1,0,1164,1164,1,3,1,1,1164,0,0,1164,0,0,1,1,3,1,2,6,1,0,1,1969.0,2,2,528,1,1,1,0,0,0,0,0,0,0,7,2006,3,1,140000
702,703,60,1,82.0,12438,1,2,1,1,1,1,19,1,1,1,1,8,5,2006,2006,2,1,1,1,1,466.0,3,1,1,3,2,1,3,0,1,0,1234,1234,1,1,1,1,1264,1312,0,2576,0,0,2,1,4,1,3,10,1,1,3,2006.0,3,3,666,1,1,1,324,100,0,0,0,0,0,7,2006,2,3,361919
703,704,190,2,76.0,7630,1,1,1,1,1,1,8,2,1,2,1,5,9,1900,1996,1,1,3,6,2,0.0,2,2,3,1,1,1,3,0,1,0,360,360,1,2,1,1,1032,780,0,1812,0,0,2,0,4,2,1,8,1,1,2,1999.0,2,2,672,1,1,2,344,0,40,0,0,0,0,5,2010,1,1,140000
704,705,20,1,70.0,8400,1,1,1,1,1,1,1,1,1,1,2,7,5,2004,2005,1,1,1,1,1,109.0,1,1,1,1,1,4,1,712,1,0,761,1473,1,1,1,1,1484,0,0,1484,1,0,2,0,3,1,1,7,1,0,1,2004.0,1,2,606,1,1,1,0,35,0,144,0,0,0,5,2010,1,1,213000
705,706,190,2,70.0,5600,1,1,1,1,1,1,14,1,1,2,1,4,5,1930,1950,2,1,1,3,2,0.0,4,3,5,4,3,5,6,0,3,0,0,0,1,4,2,1,372,720,0,1092,0,0,2,0,3,2,4,7,5,0,5,1978.5061638868744,4,0,0,4,3,2,0,0,0,0,0,0,3500,7,2010,1,1,55000
706,707,20,1,1978.5061638868744,115149,1,3,3,1,4,3,20,1,1,1,2,7,5,1971,2002,1,1,8,5,3,351.0,2,1,2,1,1,2,1,1219,1,0,424,1643,1,3,1,1,1824,0,0,1824,1,0,2,0,2,1,1,5,1,2,1,1971.0,2,2,739,1,1,1,380,48,0,0,0,0,0,6,2007,1,1,302000
707,708,120,1,48.0,6240,1,1,1,1,1,1,11,1,1,4,2,8,5,2006,2006,2,1,2,2,1,176.0,1,1,1,1,1,1,1,863,1,0,461,1324,1,1,1,1,1324,0,0,1324,1,0,2,0,2,1,1,6,1,1,1,2006.0,3,2,550,1,1,1,192,38,0,0,0,0,0,12,2009,1,1,254000
708,709,60,1,65.0,9018,1,2,1,1,1,1,18,1,1,1,1,7,5,2007,2007,2,1,1,1,2,0.0,1,1,1,1,1,4,3,0,1,0,728,728,1,1,1,1,728,728,0,1456,0,0,2,1,3,1,1,8,1,1,1,2007.0,3,2,400,1,1,1,100,24,0,0,0,0,0,7,2007,2,3,179540
709,710,20,1,1978.5061638868744,7162,1,2,1,1,1,1,10,1,1,1,2,5,7,1966,1966,1,1,4,4,4,41.0,2,1,1,2,1,1,3,0,1,0,876,876,1,3,1,1,904,0,0,904,0,0,1,0,3,1,2,6,1,0,1,1966.0,2,1,408,1,1,1,0,0,0,0,0,0,0,12,2008,1,2,109900
710,711,30,1,56.0,4130,1,2,1,1,1,1,9,1,1,1,2,3,6,1935,2003,1,1,1,1,2,0.0,1,1,2,2,1,1,3,0,1,0,270,270,1,2,1,1,729,0,0,729,0,0,1,0,2,1,2,5,6,0,5,1978.5061638868744,4,0,0,4,3,2,0,0,0,0,0,0,0,7,2008,1,1,52000
711,712,50,3,66.0,8712,1,1,4,1,1,2,14,1,1,1,3,4,7,1900,1950,1,1,2,2,2,0.0,2,1,6,2,1,3,3,0,1,0,859,859,1,2,1,1,859,319,0,1178,0,0,1,0,2,1,2,7,1,0,2,1964.0,1,1,384,1,1,2,68,0,98,0,0,0,0,1,2010,1,2,102776
712,713,120,1,40.0,4671,1,2,4,1,1,1,19,1,1,4,2,8,5,1988,1989,1,1,4,4,2,0.0,1,1,1,1,1,3,1,767,1,0,461,1228,1,2,1,1,1228,0,0,1228,1,0,2,0,2,1,1,5,1,1,1,1988.0,3,2,472,1,1,1,168,120,0,0,0,0,0,10,2008,1,1,189000
713,714,190,1,60.0,9873,1,1,1,1,1,1,9,7,1,2,2,4,5,1970,1970,1,1,4,4,1,160.0,2,1,2,2,1,4,2,789,1,0,171,960,2,3,2,1,960,0,0,960,1,0,1,0,3,1,2,6,1,0,2,1970.0,2,2,576,1,1,1,0,288,0,0,0,0,0,5,2006,1,1,129000
714,715,60,1,1978.5061638868744,13517,1,2,1,1,4,1,10,5,1,1,1,6,8,1976,2005,1,1,4,5,1,289.0,1,1,2,2,1,1,1,533,1,0,192,725,1,1,1,1,725,754,0,1479,0,0,2,1,3,1,1,6,1,0,1,1976.0,1,2,475,1,1,1,0,44,0,0,0,0,0,3,2010,1,1,130500
715,716,20,1,78.0,10140,1,1,1,1,1,1,7,1,1,1,2,6,5,1974,1974,2,1,4,4,1,174.0,2,1,2,1,1,1,3,0,1,0,1064,1064,1,3,1,1,1350,0,0,1350,0,0,2,0,3,1,2,7,1,1,1,1974.0,1,2,478,1,1,1,0,0,0,0,0,0,0,8,2009,1,1,165000
716,717,70,2,60.0,10800,1,1,2,1,1,1,8,1,1,1,1,7,8,1890,1998,1,1,3,1,2,0.0,2,2,3,2,1,1,3,0,1,0,718,718,1,1,1,1,1576,978,0,2554,0,0,1,1,3,1,2,8,1,0,2,1996.0,2,2,704,1,1,3,0,48,143,0,0,0,0,7,2007,1,1,159500
717,718,20,1,80.0,10000,1,1,1,1,1,1,7,1,1,1,2,5,6,1973,2000,1,1,4,4,2,0.0,2,1,2,1,1,1,5,1084,1,0,92,1176,1,2,1,1,1178,0,0,1178,0,1,1,1,3,1,1,5,1,1,1,1973.0,2,2,439,1,1,1,224,0,0,0,0,0,0,11,2008,1,1,157000
718,719,60,1,96.0,10542,1,1,1,1,1,1,4,1,1,1,1,7,5,1993,1994,2,1,3,12,1,651.0,1,1,1,1,1,2,1,1173,1,0,138,1311,1,1,1,1,1325,1093,0,2418,1,0,2,1,3,1,1,9,1,1,1,1993.0,1,3,983,1,1,1,250,154,216,0,0,0,0,8,2008,1,1,341000
719,720,20,1,69.0,9920,1,2,1,1,1,1,1,1,1,1,2,5,6,1969,1969,1,1,4,5,2,0.0,2,1,2,1,1,2,2,523,1,0,448,971,1,3,1,1,971,0,0,971,0,0,1,1,3,1,2,5,1,1,1,1969.0,2,1,300,1,1,1,0,0,0,0,0,0,0,5,2006,1,1,128500
720,721,120,1,1978.5061638868744,6563,1,2,3,1,4,2,19,1,1,1,2,8,5,1985,1985,1,1,4,4,2,0.0,1,1,1,1,1,2,1,1148,1,0,594,1742,1,3,1,1,1742,0,0,1742,1,0,2,0,2,1,1,5,1,1,1,1985.0,1,2,564,1,1,1,114,28,234,0,0,0,0,12,2006,1,1,275000
721,722,120,2,1978.5061638868744,4426,1,1,1,1,1,1,1,1,1,4,2,6,5,2004,2004,1,1,1,1,1,169.0,1,1,1,1,1,4,1,662,1,0,186,848,1,1,1,1,848,0,0,848,1,0,1,0,1,1,1,3,1,0,1,2004.0,1,2,420,1,1,1,160,0,0,0,0,0,0,5,2010,1,1,143000
722,723,20,1,70.0,8120,1,1,1,1,1,1,12,1,1,1,2,4,7,1970,1970,1,1,2,2,2,0.0,2,2,2,2,1,1,2,191,1,0,673,864,1,1,1,1,864,0,0,864,0,0,1,0,3,1,2,5,1,0,2,1994.0,2,2,463,1,1,1,0,0,0,0,0,0,0,7,2009,1,1,124500
723,724,50,1,60.0,8172,1,1,1,1,1,1,16,1,1,1,3,4,6,1954,1972,1,1,2,2,2,0.0,2,1,1,2,1,1,3,0,1,0,941,941,1,1,1,1,997,473,0,1470,0,0,2,0,4,1,2,7,1,0,2,1958.0,2,1,548,1,1,1,0,0,0,0,156,0,0,5,2008,1,1,135000
724,725,20,1,86.0,13286,1,2,1,1,1,1,16,1,1,1,2,9,5,2007,2008,2,1,7,7,3,340.0,3,1,1,3,1,1,1,1234,1,0,464,1698,1,1,1,1,1698,0,0,1698,1,0,2,0,3,1,3,8,1,1,1,2007.0,3,3,768,1,1,1,327,64,0,0,0,0,0,2,2009,1,1,320000
725,726,20,1,60.0,6960,1,1,1,1,1,1,12,1,1,1,2,4,6,1970,1970,1,1,4,5,2,0.0,2,1,2,2,1,1,2,375,2,239,250,864,1,3,1,1,864,0,0,864,0,0,1,0,3,1,1,5,1,0,2,1989.0,2,2,660,1,1,1,96,0,0,0,0,0,500,11,2009,1,1,120500
726,727,20,1,1978.5061638868744,21695,1,2,1,1,3,1,3,1,1,1,2,6,9,1988,2007,2,1,3,5,1,260.0,1,2,2,1,1,1,1,808,1,0,72,880,1,1,1,1,1680,0,0,1680,1,0,2,0,3,1,1,5,1,1,1,1988.0,3,2,540,1,1,1,292,44,0,182,0,0,0,12,2009,1,1,222000
727,728,20,1,64.0,7314,1,1,1,1,1,1,1,1,1,1,2,7,5,2007,2007,1,1,1,1,3,82.0,1,1,1,1,1,4,1,724,1,0,508,1232,1,1,1,1,1232,0,0,1232,1,0,2,0,2,1,1,6,1,0,1,2007.0,1,2,632,1,1,1,132,0,0,0,0,0,0,2,2009,1,1,194500
728,729,90,1,85.0,11475,1,1,1,1,3,1,12,1,1,3,2,5,5,1958,1958,1,1,1,1,1,95.0,2,1,2,2,1,1,3,0,1,0,1584,1584,1,3,1,1,1776,0,0,1776,1,0,2,0,4,2,2,9,1,0,2,1968.0,2,3,888,1,1,1,0,25,0,0,0,0,0,7,2009,3,2,110000
729,730,30,2,52.0,6240,1,1,1,1,1,1,14,1,1,1,3,4,5,1925,1950,1,1,2,2,2,0.0,2,1,2,2,1,1,5,152,1,0,628,780,1,3,1,3,848,0,360,1208,0,0,1,0,2,1,2,5,1,0,2,1962.0,2,2,539,1,1,1,0,23,112,0,0,0,0,1,2009,1,1,103000
730,731,120,1,39.0,5389,1,2,1,1,1,1,19,1,1,4,2,8,5,1995,1996,1,1,7,7,2,0.0,1,1,1,1,1,1,1,1180,1,0,415,1595,1,1,1,1,1616,0,0,1616,1,0,2,0,2,1,1,5,1,1,1,1995.0,1,2,608,1,1,1,237,152,0,0,0,0,0,3,2010,1,1,236500
731,732,80,1,73.0,9590,1,2,1,1,3,1,17,1,1,1,6,7,5,2003,2003,1,1,1,1,1,442.0,1,1,1,3,1,4,1,786,1,0,82,868,1,1,1,1,1146,0,0,1146,1,0,2,0,3,1,1,6,1,1,1,2003.0,3,2,438,1,1,1,160,22,0,0,0,0,0,5,2007,1,1,187500
732,733,60,1,75.0,11404,1,2,1,1,1,1,1,1,1,1,1,7,5,1998,1999,1,1,1,1,1,202.0,1,1,1,1,1,4,2,252,1,0,901,1153,1,1,1,1,1153,878,0,2031,0,0,2,1,3,1,1,8,1,1,1,1998.0,3,2,541,1,1,1,192,84,0,0,0,0,0,7,2008,1,1,222500
733,734,20,1,80.0,10000,1,1,1,1,3,1,10,2,1,1,2,5,6,1961,1983,2,1,4,4,2,0.0,2,1,2,2,1,1,5,594,1,0,270,864,1,1,1,1,1144,0,0,1144,1,0,1,0,3,1,2,6,1,1,1,1961.0,1,1,264,1,1,1,165,0,0,0,0,0,400,3,2009,1,1,131400
734,735,20,1,1978.5061638868744,8978,1,2,1,1,3,1,10,1,1,1,2,5,5,1968,1968,1,1,8,5,2,0.0,2,1,1,2,1,1,3,0,1,0,948,948,1,3,1,1,948,0,0,948,0,0,1,0,3,1,2,6,1,0,1,1968.0,2,1,300,1,1,1,147,0,0,0,0,0,0,5,2007,1,6,108000
735,736,75,2,60.0,10800,1,1,1,1,1,1,8,1,1,1,7,7,7,1914,1970,1,1,3,6,2,0.0,2,1,3,1,1,3,4,390,1,0,490,880,2,4,2,1,880,888,0,1768,0,0,1,1,2,1,2,6,1,2,2,1914.0,2,2,320,1,1,2,0,341,0,0,0,0,0,10,2006,1,1,163000
736,737,90,1,60.0,8544,1,1,1,1,1,1,12,1,1,3,2,3,4,1950,1950,1,1,10,14,2,0.0,2,1,2,4,3,5,6,0,3,0,0,0,1,2,2,2,1040,0,0,1040,0,0,2,0,2,2,2,6,1,0,2,1949.0,2,2,400,1,1,1,0,0,0,0,0,0,0,7,2006,1,1,93500
737,738,60,1,72.0,10463,1,2,4,1,4,1,18,1,1,1,1,8,5,2005,2005,1,1,1,1,2,0.0,1,1,1,1,1,1,3,0,1,0,893,893,1,1,1,1,901,900,0,1801,0,0,2,1,3,1,1,8,1,1,1,2005.0,3,3,800,1,1,1,0,116,0,0,0,0,0,6,2006,1,1,239900
738,739,90,1,60.0,10800,1,1,1,1,1,1,16,1,1,3,2,5,5,1987,1988,1,1,8,5,2,0.0,2,1,2,1,2,2,1,1200,1,0,0,1200,1,3,1,1,1200,0,0,1200,3,0,3,0,3,1,2,5,1,0,5,1978.5061638868744,4,0,0,4,3,1,120,0,0,0,0,0,0,3,2009,1,5,179000
739,740,60,1,65.0,9313,1,2,1,1,1,1,1,1,1,1,1,7,5,2004,2004,1,1,1,1,2,0.0,1,1,1,1,1,1,3,0,1,0,864,864,1,1,1,1,864,864,0,1728,0,0,2,1,3,1,1,7,1,0,1,2004.0,1,2,572,1,1,1,187,56,0,0,0,0,0,4,2009,1,1,190000
740,741,70,2,60.0,9600,1,1,1,1,1,1,8,1,1,1,1,5,7,1910,2002,1,1,3,3,2,0.0,2,2,3,5,4,1,3,0,1,0,264,264,1,1,1,1,768,664,0,1432,0,0,2,0,2,1,2,7,1,0,2,1910.0,2,2,360,1,4,1,270,0,112,0,0,0,0,5,2007,1,2,132000
741,742,20,1,65.0,6768,1,2,1,1,1,1,10,2,1,1,2,6,8,1961,1996,2,1,4,4,2,0.0,2,2,2,2,1,3,1,832,1,0,80,912,1,2,1,1,912,0,0,912,1,1,1,0,3,1,1,5,1,0,2,1962.0,2,1,288,1,1,1,168,0,0,0,0,0,0,5,2008,1,1,142000
742,743,20,1,65.0,8450,1,1,1,1,1,1,13,1,1,1,2,7,5,2000,2001,1,1,1,1,1,108.0,2,1,1,1,1,1,3,0,1,0,1349,1349,1,1,1,1,1349,0,0,1349,0,0,2,0,3,1,2,6,1,0,1,2000.0,2,2,539,1,1,1,120,55,0,0,0,0,0,12,2007,1,1,179000
743,744,80,1,70.0,12886,1,2,1,1,1,1,10,1,1,1,6,5,6,1963,1999,1,1,4,4,2,0.0,2,1,2,1,1,4,2,444,1,0,76,520,1,1,1,1,1464,0,0,1464,0,1,2,0,3,1,2,6,4,1,1,1997.0,1,2,480,1,1,1,302,0,0,0,100,0,0,10,2009,1,1,175000
744,745,120,1,41.0,5395,1,2,4,1,1,1,19,1,1,4,2,8,5,1993,1993,1,1,4,4,2,0.0,1,1,1,1,1,1,1,733,1,0,604,1337,1,2,1,1,1337,0,0,1337,1,0,2,0,2,1,1,5,1,1,1,1993.0,1,2,462,1,1,1,96,0,70,168,0,0,0,10,2008,1,1,180000
745,746,60,1,1978.5061638868744,8963,1,2,1,1,1,1,7,1,1,1,1,8,9,1976,1996,2,1,1,1,1,289.0,3,2,2,2,2,1,1,575,4,80,487,1142,1,1,1,1,1175,1540,0,2715,0,1,3,1,4,1,1,11,1,2,3,1994.0,3,2,831,1,1,1,0,204,0,0,0,0,0,7,2008,1,1,299800
746,747,60,1,1978.5061638868744,8795,1,2,1,1,1,1,18,1,1,1,1,7,5,2000,2000,1,1,1,1,2,0.0,1,1,1,1,1,1,1,300,1,0,652,952,1,1,1,1,980,1276,0,2256,0,0,2,1,4,1,1,8,1,1,3,2000.0,3,2,554,1,1,1,224,54,0,0,0,0,0,4,2009,1,1,236000
747,748,70,2,65.0,11700,1,2,1,1,3,1,8,1,1,1,1,7,7,1880,2003,4,1,10,9,2,0.0,1,1,6,2,4,1,3,0,1,0,1240,1240,2,3,2,1,1320,1320,0,2640,0,0,1,1,4,1,1,8,1,1,2,1950.0,2,4,864,1,1,2,181,0,386,0,0,0,0,5,2009,1,1,265979
748,749,20,1,59.0,10593,1,2,1,1,1,1,4,1,1,1,2,7,5,1996,1996,2,1,1,1,1,338.0,1,1,1,1,1,1,1,919,1,0,801,1720,1,1,1,1,1720,0,0,1720,1,0,2,0,3,1,1,7,1,1,1,1996.0,3,2,527,1,1,1,240,56,154,0,0,0,0,3,2010,1,1,260400
749,750,50,1,50.0,8405,1,1,1,1,1,1,16,1,1,1,3,4,3,1945,1950,1,1,6,3,2,0.0,2,1,5,4,3,5,6,0,3,0,0,0,4,3,2,2,1088,441,0,1529,0,0,2,0,4,1,2,9,5,0,2,1945.0,2,1,240,1,1,2,92,0,185,0,0,0,0,4,2009,1,1,98000
750,751,50,2,55.0,8800,1,1,1,1,3,1,8,1,1,1,3,4,7,1910,2004,1,1,3,6,2,0.0,2,1,3,2,4,1,3,0,1,0,576,576,1,2,1,1,792,348,0,1140,0,0,1,0,3,1,2,7,4,0,5,1978.5061638868744,4,0,0,4,3,2,0,160,0,0,0,0,0,6,2010,1,1,96500
751,752,60,1,1978.5061638868744,7750,1,1,1,1,1,1,18,7,1,1,1,7,5,2003,2003,1,1,1,1,2,0.0,1,1,1,1,1,1,3,0,1,0,660,660,1,1,1,1,660,660,0,1320,0,0,2,1,3,1,1,6,1,0,1,2003.0,3,2,400,1,1,1,0,48,0,0,0,0,0,8,2007,1,1,162000
752,753,20,1,79.0,9236,1,2,1,1,1,1,1,1,1,1,2,6,5,1997,1997,1,1,1,1,2,0.0,2,2,1,1,1,2,1,1200,1,0,279,1479,1,1,1,1,1494,0,0,1494,1,0,2,0,3,1,1,6,1,0,1,1997.0,1,2,576,1,1,1,168,27,0,0,0,0,0,7,2006,1,1,217000
753,754,60,1,80.0,10240,1,1,1,1,1,1,11,1,1,1,1,8,5,2005,2005,1,1,1,1,1,178.0,1,1,1,1,1,3,3,0,1,0,1030,1030,1,2,1,1,1038,1060,0,2098,0,0,2,1,3,1,3,8,1,1,1,2005.0,1,3,878,1,1,1,192,52,0,0,0,0,0,3,2006,1,1,275500
754,755,20,1,61.0,7930,1,1,1,1,1,1,12,1,1,1,2,6,8,1969,2005,1,1,8,5,2,0.0,2,1,2,2,1,1,1,439,6,472,115,1026,1,2,1,1,1026,0,0,1026,1,0,1,0,3,1,1,5,1,0,2,1969.0,1,2,440,1,1,1,171,48,0,0,0,0,0,7,2009,1,1,156000
755,756,160,4,34.0,3230,1,1,1,1,1,1,6,1,1,4,1,6,5,1999,1999,1,1,2,2,1,894.0,2,1,1,1,1,1,1,381,1,0,348,729,1,2,1,1,742,729,0,1471,0,0,2,1,3,1,2,6,1,0,2,1999.0,2,2,440,1,1,1,0,24,0,0,0,0,0,3,2009,1,1,172500
756,757,60,1,68.0,10769,1,2,1,1,1,1,1,1,1,1,1,8,5,2007,2007,1,1,1,1,2,0.0,1,1,1,1,1,4,1,20,1,0,846,866,1,1,1,1,866,902,0,1768,0,0,2,1,3,1,1,7,1,0,1,2007.0,1,2,578,1,1,1,144,105,0,0,0,0,0,4,2009,1,1,212000
757,758,60,1,1978.5061638868744,11616,1,2,1,1,4,1,10,1,1,1,1,6,5,1978,1978,2,1,4,4,4,328.0,2,1,2,2,1,3,4,438,1,0,234,672,1,3,1,1,672,714,0,1386,0,0,2,1,3,1,2,6,1,1,1,1978.0,3,2,440,1,1,1,335,0,0,0,0,0,0,4,2010,1,2,158900
758,759,160,4,24.0,2280,1,1,1,1,1,1,6,1,1,5,1,7,5,1999,1999,1,1,2,2,1,360.0,2,1,1,1,1,1,2,549,1,0,195,744,1,2,1,1,757,744,0,1501,0,0,2,1,3,1,2,6,1,0,2,1999.0,2,2,440,1,1,1,0,0,0,0,0,0,0,8,2008,1,1,179400
759,760,60,1,65.0,12257,1,2,1,1,1,1,4,1,1,1,1,8,5,1995,1995,1,1,1,1,1,513.0,1,1,1,1,1,4,7,56,4,64,1198,1318,1,1,1,1,1328,1203,0,2531,0,0,2,1,4,1,1,9,1,1,1,1995.0,1,3,752,1,1,1,222,98,0,0,0,0,0,11,2007,1,1,290000
760,761,20,1,70.0,9100,1,1,1,1,1,1,12,1,1,1,2,6,6,1959,1959,2,1,3,6,2,0.0,2,1,2,2,1,1,4,612,1,0,252,864,1,1,1,1,864,0,0,864,0,0,1,0,2,1,2,5,1,0,2,2008.0,2,1,300,5,6,1,0,0,0,0,0,0,450,10,2009,1,1,127500
761,762,30,2,60.0,6911,1,1,1,1,2,1,9,2,1,1,2,5,5,1924,1950,1,1,3,6,2,0.0,2,1,1,2,1,3,7,405,1,0,740,1145,1,3,1,1,1301,0,0,1301,0,0,1,0,2,1,4,5,2,0,2,1965.0,2,2,440,1,1,1,0,0,0,0,0,0,0,10,2009,1,1,100000
762,763,60,4,72.0,8640,1,1,1,1,1,1,6,1,1,1,1,7,5,2009,2009,1,1,1,1,2,0.0,2,1,1,1,1,3,1,24,1,0,732,756,1,1,1,1,764,783,0,1547,0,0,2,1,3,1,1,7,1,0,1,2009.0,2,2,614,1,1,1,169,45,0,0,0,0,0,6,2010,8,1,215200
763,764,60,1,82.0,9430,1,1,1,1,1,1,4,1,1,1,1,8,5,1999,1999,1,1,1,1,1,673.0,1,1,1,1,1,3,1,1163,1,0,89,1252,1,1,1,1,1268,1097,0,2365,1,0,2,1,3,1,1,8,1,1,1,1999.0,1,3,856,1,1,1,0,128,0,0,180,0,0,7,2009,1,1,337000
764,765,120,1,30.0,9549,1,2,1,1,4,1,2,1,1,4,2,8,5,1995,1996,2,1,5,8,2,0.0,1,2,1,1,2,4,7,437,7,1057,0,1494,1,1,1,1,1494,0,0,1494,1,0,1,1,2,1,3,6,1,1,1,1995.0,3,2,481,1,1,1,0,30,0,0,216,0,0,4,2006,1,1,270000
765,766,20,1,75.0,14587,1,2,1,1,1,1,6,1,1,1,2,9,5,2008,2008,1,1,1,1,3,284.0,1,1,1,1,1,1,3,0,1,0,1498,1498,1,1,1,1,1506,0,0,1506,0,0,2,0,2,1,3,6,1,1,1,2008.0,3,2,592,1,1,1,0,174,0,0,0,0,0,8,2008,2,3,264132
766,767,60,1,80.0,10421,1,1,1,1,1,1,7,1,1,1,1,7,5,1988,1988,1,1,4,4,1,42.0,2,1,2,1,1,1,1,394,1,0,586,980,1,3,1,1,980,734,0,1714,0,0,2,1,3,1,2,7,1,1,1,1988.0,2,2,496,1,1,1,228,66,156,0,0,0,500,3,2010,1,1,196500
767,768,50,1,75.0,12508,1,2,1,1,1,1,5,1,1,1,3,6,7,1940,1985,1,1,1,1,2,0.0,2,1,2,1,1,3,2,660,1,0,323,983,1,1,1,1,983,767,0,1750,1,0,2,0,4,1,2,7,5,0,1,1989.0,2,1,423,1,1,1,245,0,156,0,0,0,1300,7,2008,1,1,160000
768,769,20,1,70.0,9100,1,1,1,1,1,1,1,1,1,1,2,7,5,2004,2005,2,1,1,1,2,0.0,1,1,1,1,1,1,1,24,1,0,1836,1860,1,1,1,1,1836,0,0,1836,0,0,2,0,3,1,1,8,1,1,1,2004.0,3,2,484,1,1,1,120,33,0,0,0,0,0,10,2006,1,1,216837
769,770,60,1,47.0,53504,1,3,4,1,4,2,19,1,1,1,1,8,5,2003,2003,2,1,7,3,1,603.0,3,1,1,1,1,2,2,1416,1,0,234,1650,1,1,1,1,1690,1589,0,3279,1,0,3,1,4,1,3,12,5,1,3,2003.0,3,3,841,1,1,1,503,36,0,0,210,0,0,6,2010,1,1,538000
770,771,85,1,1978.5061638868744,7252,1,2,1,1,4,1,10,1,1,1,5,5,5,1982,1982,2,1,3,6,2,0.0,2,1,2,1,1,4,1,685,1,0,173,858,1,3,1,1,858,0,0,858,1,0,1,0,2,1,2,5,1,0,2,1983.0,2,2,576,1,1,1,120,0,0,0,0,0,0,4,2009,1,1,134900
771,772,20,1,67.0,8877,1,1,1,1,1,1,16,1,1,1,2,4,5,1951,1951,1,1,3,6,2,0.0,2,1,2,5,4,1,7,836,1,0,0,836,1,3,1,2,1220,0,0,1220,0,0,1,0,2,1,2,6,1,0,2,1951.0,2,2,396,1,1,1,0,0,0,0,0,0,0,4,2006,3,1,102000
